draftable_id,draft_group_id,player_id,roster_slot_id,competition_id,name,team,position_name,salary,is_disabled,is_swappable
26779843,82780,850111,572,5898977,Domantas Sabonis,SAC,C,10800.0,False,False
26779844,82780,512591,572,5898977,Kawhi Leonard,LAC,SF/PF,10000.0,False,False
26779845,82780,957489,572,5898977,De'Aaron Fox,SAC,PG,9800.0,False,False
26779846,82780,469218,572,5898977,Paul George,LAC,SG/SF,9000.0,False,False
26779847,82780,329830,572,5898977,Russell Westbrook,LAC,PG,8000.0,False,False
26779848,82780,609861,572,5898977,Norman Powell,LAC,SG/SF,6400.0,False,False
26779849,82780,920093,572,5898977,Ivica Zubac,LAC,C,6200.0,False,False
26779850,82780,944785,572,5898977,Kevin Huerter,SAC,SG/SF,6000.0,False,False
26779851,82780,510790,572,5898977,Mason Plumlee,LAC,C,5800.0,False,False
26779852,82780,879504,572,5898977,Terance Mann,LAC,PG/SG,5600.0,False,False
26779853,82780,1231161,572,5898977,Keegan Murray,SAC,PF,5400.0,False,False
26779854,82780,552336,572,5898977,Harrison Barnes,SAC,SF/PF,5200.0,False,False
26779855,82780,401085,572,5898977,Eric Gordon,LAC,SG/SF,5000.0,False,False
26779856,82780,957492,572,5898977,Malik Monk,SAC,SG,4800.0,False,False
26779857,82780,886404,572,5898977,Terence Davis,SAC,SG/SF,4600.0,False,False
26779858,82780,469089,572,5898977,Marcus Morris Sr.,LAC,PF,3800.0,False,False
26779859,82780,1178199,572,5898977,Bones Hyland,LAC,PG,3000.0,False,False
26779860,82780,845596,572,5898977,Trey Lyles,SAC,PF/C,2000.0,False,False
26779861,82780,525052,572,5898977,Robert Covington,LAC,PF/C,1800.0,False,False
26779862,82780,456451,572,5898977,Nicolas Batum,LAC,PF/C,1000.0,False,False
26779863,82780,695069,572,5898977,Richaun Holmes,SAC,C,1000.0,False,False
26779864,82780,1135006,572,5898977,Kessler Edwards,SAC,SF/PF,1000.0,False,False
26779865,82780,1061659,572,5898977,Davion Mitchell,SAC,PG/SG,1000.0,False,False
26779866,82780,884121,572,5898977,Chimezie Metu,SAC,C,1000.0,False,False
26779867,82780,1245906,572,5898977,Brandon Boston Jr.,LAC,PG/SG,1000.0,False,False
26779868,82780,1137126,572,5898977,Jason Preston,LAC,PG,1000.0,False,False
26779869,82780,944822,572,5898977,Amir Coffey,LAC,SF/PF,1000.0,False,False
26779870,82780,616982,572,5898977,Alex Len,SAC,C,1000.0,False,False
26779871,82780,1142902,572,5898977,Neemias Queta,SAC,C,1000.0,False,False
26779872,82780,531447,572,5898977,Matthew Dellavedova,SAC,PG,1000.0,False,False
26779873,82780,1061544,572,5898977,KZ Okpala,SAC,SF/PF,1000.0,False,False
26779874,82780,1063166,572,5898977,Keaton Wallace,LAC,PG,1000.0,False,False
