draftable_id,draft_group_id,player_id,roster_slot_id,competition_id,name,team,position_name,salary,is_disabled,is_swappable
27916592,86834,603096,462,5938141,Anthony Davis,LAL,C,10200.0,False,True
27916593,86834,603096,465,5938141,Anthony Davis,LAL,C,10200.0,False,True
27916594,86834,214152,460,5938141,LeBron James,LAL,SF,9700.0,False,True
27916595,86834,214152,463,5938141,LeBron James,LAL,SF,9700.0,False,True
27916596,86834,214152,465,5938141,LeBron James,LAL,SF,9700.0,False,True
27916597,86834,338365,458,5938141,Stephen Curry,GSW,PG,9600.0,False,True
27916598,86834,338365,464,5938141,Stephen Curry,GSW,PG,9600.0,False,True
27916599,86834,338365,465,5938141,Stephen Curry,GSW,PG,9600.0,False,True
27916600,86834,458730,460,5937941,Jimmy Butler,MIA,SF/PF,9500.0,False,True
27916601,86834,458730,461,5937941,Jimmy Butler,MIA,SF/PF,9500.0,False,True
27916602,86834,458730,463,5937941,Jimmy Butler,MIA,SF/PF,9500.0,False,True
27916603,86834,458730,465,5937941,Jimmy Butler,MIA,SF/PF,9500.0,False,True
27916604,86834,887914,458,5937941,Jalen Brunson,NYK,PG,8500.0,False,True
27916605,86834,887914,464,5937941,Jalen Brunson,NYK,PG,8500.0,False,True
27916606,86834,887914,465,5937941,Jalen Brunson,NYK,PG,8500.0,False,True
27916607,86834,786412,461,5937941,Julius Randle,NYK,PF/C,8000.0,False,True
27916608,86834,786412,462,5937941,Julius Randle,NYK,PF/C,8000.0,False,True
27916609,86834,786412,463,5937941,Julius Randle,NYK,PF/C,8000.0,False,True
27916610,86834,786412,465,5937941,Julius Randle,NYK,PF/C,8000.0,False,True
27916611,86834,957486,462,5937941,Bam Adebayo,MIA,C,7700.0,False,True
27916612,86834,957486,465,5937941,Bam Adebayo,MIA,C,7700.0,False,True
27916613,86834,457611,459,5938141,Klay Thompson,GSW,SG,7000.0,False,True
27916614,86834,457611,464,5938141,Klay Thompson,GSW,SG,7000.0,False,True
27916615,86834,457611,465,5938141,Klay Thompson,GSW,SG,7000.0,False,True
27916616,86834,1132031,459,5937941,RJ Barrett,NYK,SG/SF,6800.0,False,True
27916617,86834,1132031,460,5937941,RJ Barrett,NYK,SG/SF,6800.0,False,True
27916618,86834,1132031,464,5937941,RJ Barrett,NYK,SG/SF,6800.0,False,True
27916619,86834,1132031,463,5937941,RJ Barrett,NYK,SG/SF,6800.0,False,True
27916620,86834,1132031,465,5937941,RJ Barrett,NYK,SG/SF,6800.0,False,True
27916621,86834,794503,460,5938141,Andrew Wiggins,GSW,SF/PF,6500.0,False,True
27916622,86834,794503,461,5938141,Andrew Wiggins,GSW,SF/PF,6500.0,False,True
27916623,86834,794503,463,5938141,Andrew Wiggins,GSW,SF/PF,6500.0,False,True
27916624,86834,794503,465,5938141,Andrew Wiggins,GSW,SF/PF,6500.0,False,True
27916625,86834,844038,458,5938141,D'Angelo Russell,LAL,PG/SG,6400.0,False,True
27916626,86834,844038,459,5938141,D'Angelo Russell,LAL,PG/SG,6400.0,False,True
27916627,86834,844038,464,5938141,D'Angelo Russell,LAL,PG/SG,6400.0,False,True
27916628,86834,844038,465,5938141,D'Angelo Russell,LAL,PG/SG,6400.0,False,True
27916629,86834,741892,460,5937941,Josh Hart,NYK,SF/PF,6300.0,False,True
27916630,86834,741892,461,5937941,Josh Hart,NYK,SF/PF,6300.0,False,True
27916631,86834,741892,463,5937941,Josh Hart,NYK,SF/PF,6300.0,False,True
27916632,86834,741892,465,5937941,Josh Hart,NYK,SF/PF,6300.0,False,True
27916633,86834,468895,461,5938141,Draymond Green,GSW,PF/C,6000.0,False,True
27916634,86834,468895,462,5938141,Draymond Green,GSW,PF/C,6000.0,False,True
27916635,86834,468895,463,5938141,Draymond Green,GSW,PF/C,6000.0,False,True
27916636,86834,468895,465,5938141,Draymond Green,GSW,PF/C,6000.0,False,True
27916637,86834,953291,458,5938141,Austin Reaves,LAL,PG/SG,5600.0,False,True
27916638,86834,953291,459,5938141,Austin Reaves,LAL,PG/SG,5600.0,False,True
27916639,86834,953291,464,5938141,Austin Reaves,LAL,PG/SG,5600.0,False,True
27916640,86834,953291,465,5938141,Austin Reaves,LAL,PG/SG,5600.0,False,True
27916641,86834,846499,462,5938141,Kevon Looney,GSW,C,5400.0,False,True
27916642,86834,846499,465,5938141,Kevon Looney,GSW,C,5400.0,False,True
27916643,86834,266394,458,5937941,Kyle Lowry,MIA,PG,5300.0,False,True
27916644,86834,266394,464,5937941,Kyle Lowry,MIA,PG,5300.0,False,True
27916645,86834,266394,465,5937941,Kyle Lowry,MIA,PG,5300.0,False,True
27916646,86834,851253,458,5937941,Gabe Vincent,MIA,PG/SG,5200.0,False,True
27916647,86834,851253,459,5937941,Gabe Vincent,MIA,PG/SG,5200.0,False,True
27916648,86834,851253,464,5937941,Gabe Vincent,MIA,PG/SG,5200.0,False,True
27916649,86834,851253,465,5937941,Gabe Vincent,MIA,PG/SG,5200.0,False,True
27916650,86834,1076265,462,5937941,Mitchell Robinson,NYK,C,5100.0,False,True
27916651,86834,1076265,465,5937941,Mitchell Robinson,NYK,C,5100.0,False,True
27916652,86834,1067671,458,5938141,Jordan Poole,GSW,PG/SG,5000.0,False,True
27916653,86834,1067671,459,5938141,Jordan Poole,GSW,PG/SG,5000.0,False,True
27916654,86834,1067671,464,5938141,Jordan Poole,GSW,PG/SG,5000.0,False,True
27916655,86834,1067671,465,5938141,Jordan Poole,GSW,PG/SG,5000.0,False,True
27916656,86834,395374,461,5937941,Kevin Love,MIA,PF/C,4800.0,False,True
27916657,86834,395374,462,5937941,Kevin Love,MIA,PF/C,4800.0,False,True
27916658,86834,395374,463,5937941,Kevin Love,MIA,PF/C,4800.0,False,True
27916659,86834,395374,465,5937941,Kevin Love,MIA,PF/C,4800.0,False,True
27916660,86834,1134175,458,5937941,Immanuel Quickley,NYK,PG/SG,4700.0,False,True
27916661,86834,1134175,459,5937941,Immanuel Quickley,NYK,PG/SG,4700.0,False,True
27916662,86834,1134175,464,5937941,Immanuel Quickley,NYK,PG/SG,4700.0,False,True
27916663,86834,1134175,465,5937941,Immanuel Quickley,NYK,PG/SG,4700.0,False,True
27916664,86834,936502,459,5937941,Max Strus,MIA,SG/SF,4600.0,False,True
27916665,86834,936502,460,5937941,Max Strus,MIA,SG/SF,4600.0,False,True
27916666,86834,936502,464,5937941,Max Strus,MIA,SG/SF,4600.0,False,True
27916667,86834,936502,463,5937941,Max Strus,MIA,SG/SF,4600.0,False,True
27916668,86834,936502,465,5937941,Max Strus,MIA,SG/SF,4600.0,False,True
27916669,86834,842969,460,5937941,Caleb Martin,MIA,SF/PF,4500.0,False,True
27916670,86834,842969,461,5937941,Caleb Martin,MIA,SF/PF,4500.0,False,True
27916671,86834,842969,463,5937941,Caleb Martin,MIA,SF/PF,4500.0,False,True
27916672,86834,842969,465,5937941,Caleb Martin,MIA,SF/PF,4500.0,False,True
27916673,86834,1067852,461,5938141,Jarred Vanderbilt,LAL,PF,4300.0,False,True
27916674,86834,1067852,463,5938141,Jarred Vanderbilt,LAL,PF,4300.0,False,True
27916675,86834,1067852,465,5938141,Jarred Vanderbilt,LAL,PF,4300.0,False,True
27916676,86834,1132827,459,5937941,Quentin Grimes,NYK,SG/SF,4200.0,False,True
27916677,86834,1132827,460,5937941,Quentin Grimes,NYK,SG/SF,4200.0,False,True
27916678,86834,1132827,464,5937941,Quentin Grimes,NYK,SG/SF,4200.0,False,True
27916679,86834,1132827,463,5937941,Quentin Grimes,NYK,SG/SF,4200.0,False,True
27916680,86834,1132827,465,5937941,Quentin Grimes,NYK,SG/SF,4200.0,False,True
27916681,86834,739958,458,5938141,Dennis Schroder,LAL,PG,4100.0,False,True
27916682,86834,739958,464,5938141,Dennis Schroder,LAL,PG,4100.0,False,True
27916683,86834,739958,465,5938141,Dennis Schroder,LAL,PG,4100.0,False,True
27916684,86834,1076274,461,5937941,Obi Toppin,NYK,PF/C,4000.0,False,True
27916685,86834,1076274,462,5937941,Obi Toppin,NYK,PF/C,4000.0,False,True
27916686,86834,1076274,463,5937941,Obi Toppin,NYK,PF/C,4000.0,False,True
27916687,86834,1076274,465,5937941,Obi Toppin,NYK,PF/C,4000.0,False,True
27916688,86834,955893,461,5938141,Rui Hachimura,LAL,PF,3900.0,False,True
27916689,86834,955893,463,5938141,Rui Hachimura,LAL,PF,3900.0,False,True
