contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max,entry_total
142087168,83395,15.0,False,False,True,False,True,NBA $300K Fadeaway [$100K to 1st],300000.0,NBA,2023-03-05 23:00:00+00:00,15.0,23529,526
142087166,83395,888.0,False,False,True,False,True,NBA $300K Mega 8's [$100K to 1st],300000.0,NBA,2023-03-05 23:00:00+00:00,888.0,375,14
142074527,83390,15.0,False,False,True,False,True,NBA $150K Fadeaway [$50K to 1st] (Early),150000.0,NBA,2023-03-05 18:00:00+00:00,15.0,11764,437
142089708,83404,18.0,False,False,True,False,True,NBA Showdown $200K Fadeaway [$50K to 1st] (MEM vs LAC),200000.0,NBA,2023-03-06 03:00:00+00:00,18.0,13071,71
142087164,83395,4.0,False,False,True,False,True,NBA $80K Four Point Play [20 Entry Max],80000.0,NBA,2023-03-05 23:00:00+00:00,4.0,23781,682
142074579,83395,40.0,False,False,True,False,True,NBA $25K Mid Range Jumper [Single Entry],25000.0,NBA,2023-03-05 23:00:00+00:00,40.0,728,19
142074559,83395,40.0,False,False,True,False,True,NBA $10K Mid Range Jumper [Single Entry],10000.0,NBA,2023-03-05 23:00:00+00:00,40.0,291,6
142074546,83393,10.0,False,False,True,False,True,NBA Showdown $30K Pull Up Jumper [$10K to 1st] (PHX vs DAL),30000.0,NBA,2023-03-05 18:00:00+00:00,10.0,3529,193
142074543,83393,150.0,False,False,True,False,True,NBA Showdown $1.5K Posterizer [Single Entry] (PHX vs DAL),1500.0,NBA,2023-03-05 18:00:00+00:00,150.0,11,1
142089676,83403,15.0,False,False,True,False,True,NBA $70K Fadeaway [$20K to 1st] (Night),70000.0,NBA,2023-03-06 00:30:00+00:00,15.0,5490,26
142089675,83403,222.0,False,False,True,False,True,NBA $15K SLAM Jam [$5K to 1st] (Night),15000.0,NBA,2023-03-06 00:30:00+00:00,222.0,75,0
142074525,83390,222.0,False,False,True,False,True,NBA $40K SLAM Jam [$10K to 1st] (Early),40000.0,NBA,2023-03-05 18:00:00+00:00,222.0,200,4
142074529,83390,1.0,False,False,True,False,True,NBA $17.5K And-One (Early),17500.0,NBA,2023-03-05 18:00:00+00:00,1.0,20808,1768
142074521,83390,5.0,False,False,True,False,True,NBA $10K High Five [Single Entry] (Early),10000.0,NBA,2023-03-05 18:00:00+00:00,5.0,2378,225
142074524,83390,1500.0,False,False,True,False,True,NBA $12.75K Courtside Special [Single Entry] (Early),12750.0,NBA,2023-03-05 18:00:00+00:00,1500.0,9,1
142074528,83390,4.0,False,False,True,False,True,NBA $10K Four Point Play [20 Entry Max] (Early),10000.0,NBA,2023-03-05 18:00:00+00:00,4.0,2972,197
142074588,83395,895.0,False,False,True,False,True,NBA $5M Fantasy Basketball World Championship Qualifier #96,54000.0,NBA,2023-03-05 23:00:00+00:00,895.0,70,4
142087165,83395,200.0,False,False,True,False,True,NBA $40K Splash [3 Entry Max],40000.0,NBA,2023-03-05 23:00:00+00:00,200.0,222,11
142087162,83395,1.0,False,False,True,False,True,NBA $30K And-One [20 Entry Max],30000.0,NBA,2023-03-05 23:00:00+00:00,1.0,35671,1491
142074577,83395,100.0,False,False,True,False,True,NBA $35K Showtime [Single Entry],35000.0,NBA,2023-03-05 23:00:00+00:00,100.0,388,6
142074578,83395,100.0,False,False,True,False,True,NBA $15K Showtime [Single Entry],15000.0,NBA,2023-03-05 23:00:00+00:00,100.0,166,5
142074552,83394,10.0,False,False,True,False,True,NBA Showdown $30K Pull Up Jumper [$10K to 1st] (GSW vs LAL),30000.0,NBA,2023-03-05 20:30:00+00:00,10.0,3529,74
142074554,83394,150.0,False,False,True,False,True,NBA Showdown $3K Posterizer [Single Entry] (GSW vs LAL),3000.0,NBA,2023-03-05 20:30:00+00:00,150.0,22,0
142074551,83394,1.0,False,False,True,False,True,NBA Showdown $3K And-One [20 Entry Max] (GSW vs LAL),3000.0,NBA,2023-03-05 20:30:00+00:00,1.0,3567,359
142074555,83394,3.0,False,False,True,False,True,NBA Showdown $750 Sharpshooter (GSW vs LAL),750.0,NBA,2023-03-05 20:30:00+00:00,3.0,297,26
142074550,83394,50.0,False,False,True,False,True,NBA Showdown $500 Ankle Breaker [Single Entry] (GSW vs LAL),500.0,NBA,2023-03-05 20:30:00+00:00,50.0,11,2
142074566,83395,5.0,True,False,True,False,True,NBA Single Entry $5 Double Up,6000.0,NBA,2023-03-05 23:00:00+00:00,5.0,1379,35
142074564,83395,25.0,True,False,True,False,True,NBA Single Entry $25 Double Up,10000.0,NBA,2023-03-05 23:00:00+00:00,25.0,459,11
142074567,83395,5.0,True,False,True,False,True,NBA $5 Double Up,4000.0,NBA,2023-03-05 23:00:00+00:00,5.0,919,29
142074568,83395,5.0,True,False,True,False,True,NBA $5 Double Up,3000.0,NBA,2023-03-05 23:00:00+00:00,5.0,689,20
142074584,83395,25.0,True,False,True,False,True,NBA $25 Double Up,5000.0,NBA,2023-03-05 23:00:00+00:00,25.0,229,6
142074565,83395,25.0,True,False,True,False,True,NBA $25 Double Up,4000.0,NBA,2023-03-05 23:00:00+00:00,25.0,183,5
142074590,83398,5.0,False,False,True,False,True,NBA Tiers $20K Zone [$5K to 1st],20000.0,NBA,2023-03-05 23:00:00+00:00,5.0,4756,220
142074594,83398,1.0,False,False,True,False,True,NBA Tiers $6K And-One,6000.0,NBA,2023-03-05 23:00:00+00:00,1.0,7134,465
142074595,83398,5.0,False,False,True,False,True,NBA Tiers $1.5K High Five [Single Entry],1500.0,NBA,2023-03-05 23:00:00+00:00,5.0,356,21
142074592,83398,150.0,False,False,True,False,True,NBA Tiers $1.5K Posterizer [Single Entry],1500.0,NBA,2023-03-05 23:00:00+00:00,150.0,11,2
142074593,83398,0.0,False,False,True,False,True,NBA Tiers $2K Quarter Jukebox [Just $0.25!],2000.0,NBA,2023-03-05 23:00:00+00:00,0.25,9512,701
142074585,83395,10.0,True,False,True,False,True,NBA Single Entry $10 Double Up,6000.0,NBA,2023-03-05 23:00:00+00:00,10.0,689,15
142087169,83395,2120.0,False,False,True,False,True,NBA $26K Hall of Famer [$13K to 1st],26000.0,NBA,2023-03-05 23:00:00+00:00,2120.0,13,0
142072552,83395,25.0,False,False,True,False,True,NBA Satellite to NBA $1M MEGA 8's Special,888.0,NBA,2023-03-05 23:00:00+00:00,25.0,41,3
142072550,83395,5.0,False,False,True,False,True,NBA Satellite to NBA $1M MEGA 8's Special,888.0,NBA,2023-03-05 23:00:00+00:00,5.0,211,22
142072551,83395,10.0,False,False,True,False,True,NBA Satellite to NBA $1M MEGA 8's Special,888.0,NBA,2023-03-05 23:00:00+00:00,10.0,104,7
142087161,83395,5.0,False,False,True,False,True,NBA $25K Zone [$5K to 1st],25000.0,NBA,2023-03-05 23:00:00+00:00,5.0,5945,430
142087167,83395,88.0,False,False,True,False,True,NBA $31K Box Out [$5K to 1st],31000.0,NBA,2023-03-05 23:00:00+00:00,88.0,400,25
142087163,83395,5300.0,False,False,False,False,True,NBA $30K Thunderdome [Must Fill],30000.0,NBA,2023-03-05 23:00:00+00:00,5300.0,6,0
142074560,83395,12.0,False,False,True,False,True,NBA $10K Pick and Roll [Single Entry],10000.0,NBA,2023-03-05 23:00:00+00:00,12.0,980,35
142074569,83395,12.0,False,False,True,False,True,NBA $5K Pick and Roll [Single Entry],5000.0,NBA,2023-03-05 23:00:00+00:00,12.0,490,16
142089709,83404,6.0,False,False,True,False,True,NBA Showdown $26K Jab Step [$5K to 1st] (MEM vs LAC),26000.0,NBA,2023-03-06 03:00:00+00:00,6.0,5098,12
142089707,83404,222.0,False,False,True,False,True,NBA Showdown $33.4K SLAM Jam [$10K to 1st] (MEM vs LAC),33400.0,NBA,2023-03-06 03:00:00+00:00,222.0,167,0
142074652,83404,1.0,False,False,True,False,True,NBA Showdown $17.5K And-One (MEM vs LAC),17500.0,NBA,2023-03-06 03:00:00+00:00,1.0,20808,487
142089706,83404,1060.0,False,False,True,False,True,NBA Showdown $10K All-Star [Single Entry] (MEM vs LAC),10000.0,NBA,2023-03-06 03:00:00+00:00,1060.0,10,1
142074655,83404,5.0,False,False,True,False,True,NBA Showdown $8K High Five [Single Entry] (MEM vs LAC),8000.0,NBA,2023-03-06 03:00:00+00:00,5.0,1902,29
142074536,83392,5.0,False,False,True,False,True,NBA Tiers $10K Zone [$2K to 1st] (Early),10000.0,NBA,2023-03-05 18:00:00+00:00,5.0,2378,218
142074539,83392,1.0,False,False,True,False,True,NBA Tiers $2.5K And-One (Early),2500.0,NBA,2023-03-05 18:00:00+00:00,1.0,2972,409
142074533,83392,12.0,False,False,True,False,True,NBA Tiers $500 Pick and Roll [Single Entry] (Early),500.0,NBA,2023-03-05 18:00:00+00:00,12.0,49,6
142074534,83392,3.0,False,False,True,False,True,NBA Tiers $500 Sharpshooter (Early),500.0,NBA,2023-03-05 18:00:00+00:00,3.0,198,38
142074535,83392,50.0,False,False,True,False,True,NBA Tiers $500 Ankle Breaker [Single Entry] (Early),500.0,NBA,2023-03-05 18:00:00+00:00,50.0,11,2
142074561,83395,5.0,False,False,True,False,True,NBA $10K High Five [Single Entry],10000.0,NBA,2023-03-05 23:00:00+00:00,5.0,2378,111
142074570,83395,5.0,False,False,True,False,True,NBA $5K High Five [Single Entry],5000.0,NBA,2023-03-05 23:00:00+00:00,5.0,1189,36
142074574,83395,0.0,False,False,True,False,True,NBA $7.5K Quarter Jukebox [Just $0.25!],7500.0,NBA,2023-03-05 23:00:00+00:00,0.25,35671,1816
142074558,83395,2.0,False,False,True,False,True,NBA $8.5K mini-MAX [150 Entry Max],8500.0,NBA,2023-03-05 23:00:00+00:00,2.0,5053,85
142087160,83395,1060.0,False,False,True,False,True,NBA $10K All-Star [Single Entry],10000.0,NBA,2023-03-05 23:00:00+00:00,1060.0,10,0
142074625,83402,10.0,False,False,True,False,True,NBA Showdown $10K Pull Up Jumper [$2K to 1st] (NYK vs BOS),10000.0,NBA,2023-03-06 00:30:00+00:00,10.0,1176,48
142074633,83402,1.0,False,False,True,False,True,NBA Showdown $3K And-One [20 Entry Max] (NYK vs BOS),3000.0,NBA,2023-03-06 00:30:00+00:00,1.0,3567,260
142074632,83402,150.0,False,False,True,False,True,NBA Showdown $1.5K Posterizer [Single Entry] (NYK vs BOS),1500.0,NBA,2023-03-06 00:30:00+00:00,150.0,11,1
142074627,83402,5.0,False,False,True,False,True,NBA Showdown $1K High Five [Single Entry] (NYK vs BOS),1000.0,NBA,2023-03-06 00:30:00+00:00,5.0,237,28
142074629,83402,50.0,False,False,True,False,True,NBA Showdown $750 Ankle Breaker [Single Entry] (NYK vs BOS),750.0,NBA,2023-03-06 00:30:00+00:00,50.0,17,1
142074576,83395,333.0,False,False,True,False,True,NBA $8.1K Money Ball [Single Entry],8100.0,NBA,2023-03-05 23:00:00+00:00,333.0,27,1
142074580,83395,27.0,False,False,True,False,True,NBA $7K Fast Break [Single Entry],7000.0,NBA,2023-03-05 23:00:00+00:00,27.0,302,9
142074573,83395,3.0,False,False,True,False,True,NBA $6K Hot Shot [3 Entry Max],6000.0,NBA,2023-03-05 23:00:00+00:00,3.0,2378,92
142074557,83395,20.0,False,False,True,False,True,NBA $5K Buzzer Beater [3 Entry Max],5000.0,NBA,2023-03-05 23:00:00+00:00,20.0,294,13
142074556,83395,50.0,False,False,True,False,True,NBA $3K Ankle Breaker [2 Entry Max],3000.0,NBA,2023-03-05 23:00:00+00:00,50.0,68,3
142074526,83390,44.0,False,False,True,False,True,NBA $5.25K Spin Move [$1K to 1st] (Early),5250.0,NBA,2023-03-05 18:00:00+00:00,44.0,139,11
142074522,83390,12.0,False,False,True,False,True,NBA $5K Pick and Roll [Single Entry] (Early),5000.0,NBA,2023-03-05 18:00:00+00:00,12.0,490,26
142074531,83390,100.0,False,False,True,False,True,NBA $6K Showtime [Single Entry] (Early),6000.0,NBA,2023-03-05 18:00:00+00:00,100.0,66,2
142074530,83390,0.0,False,False,True,False,True,NBA $4K Quarter Jukebox [Just $0.25!] (Early),4000.0,NBA,2023-03-05 18:00:00+00:00,0.25,19024,1599
142071961,83390,25.0,False,False,True,False,True,NBA Satellite to NBA $1M MEGA 8's Special (Early),888.0,NBA,2023-03-05 18:00:00+00:00,25.0,41,3
142074639,83403,1.0,False,False,True,False,True,NBA $10K And-One (Night),10000.0,NBA,2023-03-06 00:30:00+00:00,1.0,11890,467
142074641,83403,5.0,False,False,True,False,True,NBA $5K High Five [Single Entry] (Night),5000.0,NBA,2023-03-06 00:30:00+00:00,5.0,1189,30
142074645,83403,4.0,False,False,True,False,True,NBA $5K Four Point Play [20 Entry Max] (Night),5000.0,NBA,2023-03-06 00:30:00+00:00,4.0,1486,34
142074638,83403,33.0,False,False,True,False,True,NBA $3K Triple Threat [3 Entry Max] (Night),3000.0,NBA,2023-03-06 00:30:00+00:00,33.0,106,3
142074644,83403,100.0,False,False,True,False,True,NBA $4K Showtime [Single Entry] (Night),4000.0,NBA,2023-03-06 00:30:00+00:00,100.0,44,0
142074603,83399,10.0,False,False,True,False,True,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (CHA vs BKN),6000.0,NBA,2023-03-05 23:00:00+00:00,10.0,705,20
142074601,83399,150.0,False,False,True,False,True,NBA Showdown $1.5K Posterizer [Single Entry] (CHA vs BKN),1500.0,NBA,2023-03-05 23:00:00+00:00,150.0,11,1
142074598,83399,1.0,False,False,True,False,True,NBA Showdown $2K And-One (CHA vs BKN),2000.0,NBA,2023-03-05 23:00:00+00:00,1.0,2378,168
142074606,83399,5.0,False,False,True,False,True,NBA Showdown $750 High Five [Single Entry] (CHA vs BKN),750.0,NBA,2023-03-05 23:00:00+00:00,5.0,178,11
142074599,83399,50.0,False,False,True,False,True,NBA Showdown $750 Ankle Breaker [Single Entry] (CHA vs BKN),750.0,NBA,2023-03-05 23:00:00+00:00,50.0,17,1
142074649,83404,33.0,False,False,True,False,True,NBA Showdown $8K Triple Threat [$2K to 1st] (MEM vs LAC),8000.0,NBA,2023-03-06 03:00:00+00:00,33.0,282,4
142074654,83404,100.0,False,False,True,False,True,NBA Showdown $7.5K Showtime [Single Entry] (MEM vs LAC),7500.0,NBA,2023-03-06 03:00:00+00:00,100.0,83,0
142074648,83404,3.0,False,False,True,False,True,NBA Showdown $5K Sharpshooter [20 Entry Max] (MEM vs LAC),5000.0,NBA,2023-03-06 03:00:00+00:00,3.0,1981,57
142074653,83404,300.0,False,False,True,False,True,NBA Showdown $3.8K 3-Ball [Single Entry] (MEM vs LAC),3800.0,NBA,2023-03-06 03:00:00+00:00,300.0,14,1
142072042,83404,25.0,False,False,True,False,True,NBA Showdown Satellite to NBA $1M MEGA 8's Special (MEM vs LAC),888.0,NBA,2023-03-06 03:00:00+00:00,25.0,41,1
