contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max
144236503,86816,50.0,False,False,True,False,True,NBA $3K Ankle Breaker [2 Entry Max],3000.0,NBA,2023-05-06 19:30:00+00:00,50.0,68
144236504,86816,0.0,False,False,True,False,True,NBA $10K mini-MAX [150 Entry Max],10000.0,NBA,2023-05-06 19:30:00+00:00,0.5,23781
144236505,86816,100.0,False,False,True,False,True,NBA $10K Showtime [Single Entry],10000.0,NBA,2023-05-06 19:30:00+00:00,100.0,111
144236506,86816,27.0,False,False,True,False,True,NBA $5K Fast Break [Single Entry],5000.0,NBA,2023-05-06 19:30:00+00:00,27.0,215
144236507,86816,12.0,False,False,True,False,True,NBA $10K Pick and Roll [Single Entry],10000.0,NBA,2023-05-06 19:30:00+00:00,12.0,980
144236508,86816,5.0,False,False,True,False,True,NBA $10K High Five [Single Entry],10000.0,NBA,2023-05-06 19:30:00+00:00,5.0,2378
144236509,86816,100.0,True,False,True,False,True,NBA Single Entry $100 Double Up,3000.0,NBA,2023-05-06 19:30:00+00:00,100.0,33
144236510,86816,50.0,True,False,True,False,True,NBA Single Entry $50 Double Up,3000.0,NBA,2023-05-06 19:30:00+00:00,50.0,68
144236511,86816,50.0,True,False,True,False,True,NBA $50 Double Up,3000.0,NBA,2023-05-06 19:30:00+00:00,50.0,68
144236512,86816,12.0,False,False,True,False,True,NBA $5K Pick and Roll [Single Entry],5000.0,NBA,2023-05-06 19:30:00+00:00,12.0,490
144236513,86816,5.0,False,False,True,False,True,NBA $5K High Five [Single Entry],5000.0,NBA,2023-05-06 19:30:00+00:00,5.0,1189
144236514,86816,40.0,False,False,True,False,True,NBA $5K Mid Range Jumper [Single Entry],5000.0,NBA,2023-05-06 19:30:00+00:00,40.0,145
144236515,86816,2.0,False,False,True,False,True,NBA $2K Elbow Shot [Single Entry],2000.0,NBA,2023-05-06 19:30:00+00:00,2.0,1189
144236516,86816,10.0,True,False,True,False,True,NBA $10 Double Up,2000.0,NBA,2023-05-06 19:30:00+00:00,10.0,229
144236517,86816,5.0,True,False,True,False,True,NBA $5 Double Up,2000.0,NBA,2023-05-06 19:30:00+00:00,5.0,459
