contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max,entry_total
142213784,83526,15.0,False,False,True,False,True,NBA $300K Fadeaway [$100K to 1st],300000.0,NBA,2023-03-10 00:00:00+00:00,15.0,23529,2091
142213764,83526,555.0,False,False,True,False,True,NBA $150K Alley Oop [$50K to 1st],150000.0,NBA,2023-03-10 00:00:00+00:00,555.0,300,36
142213750,83526,3180.0,False,False,True,False,True,NBA $300K Rainmaker [$100K to 1st],300000.0,NBA,2023-03-10 00:00:00+00:00,3180.0,100,11
142213803,83526,4.0,False,False,True,False,True,NBA $80K Four Point Play [20 Entry Max],80000.0,NBA,2023-03-10 00:00:00+00:00,4.0,23781,2499
142213821,83526,200.0,False,False,True,False,True,NBA $40K Splash [3 Entry Max],40000.0,NBA,2023-03-10 00:00:00+00:00,200.0,222,23
142204856,83526,100.0,False,False,True,False,True,NBA $35K Showtime [Single Entry],35000.0,NBA,2023-03-10 00:00:00+00:00,100.0,388,47
142204835,83526,100.0,False,False,True,False,True,NBA $10K Showtime [Single Entry],10000.0,NBA,2023-03-10 00:00:00+00:00,100.0,111,21
142220318,83532,18.0,False,False,True,False,True,NBA Showdown $200K Fadeaway [$50K to 1st] (NYK vs SAC),200000.0,NBA,2023-03-10 03:00:00+00:00,18.0,13071,714
142220322,83532,6.0,False,False,True,False,True,NBA Showdown $26K Jab Step [$5K to 1st] (NYK vs SAC),26000.0,NBA,2023-03-10 03:00:00+00:00,6.0,5098,233
142204867,83528,5.0,False,False,True,False,True,NBA Tiers $25K Zone [$5K to 1st],25000.0,NBA,2023-03-10 00:00:00+00:00,5.0,5945,745
142204869,83528,1.0,False,False,True,False,True,NBA Tiers $7.5K And-One,7500.0,NBA,2023-03-10 00:00:00+00:00,1.0,8917,1754
142213776,83526,88.0,False,False,True,False,True,NBA $60K Box Out [$10K to 1st],60000.0,NBA,2023-03-10 00:00:00+00:00,88.0,774,79
142204857,83526,40.0,False,False,True,False,True,NBA $25K Mid Range Jumper [Single Entry],25000.0,NBA,2023-03-10 00:00:00+00:00,40.0,728,72
142204836,83526,40.0,False,False,True,False,True,NBA $10K Mid Range Jumper [Single Entry],10000.0,NBA,2023-03-10 00:00:00+00:00,40.0,291,22
142204850,83526,5.0,True,False,True,False,True,NBA Single Entry $5 Double Up,4000.0,NBA,2023-03-10 00:00:00+00:00,5.0,919,129
142204888,83530,10.0,False,False,True,False,True,NBA Showdown $20K Pull Up Jumper [$5K to 1st] (GSW vs MEM),20000.0,NBA,2023-03-10 00:30:00+00:00,10.0,2352,260
142204890,83530,1.0,False,False,True,False,True,NBA Showdown $4K And-One (GSW vs MEM),4000.0,NBA,2023-03-10 00:30:00+00:00,1.0,4756,812
