contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max,entry_total
141469203,82280,777.0,False,False,True,False,True,NBA $500K Bounce Pass [$100K to 1st],500000.0,NBA,2023-02-14 00:00:00+00:00,777.0,715,395
141452596,82280,4.0,False,False,True,False,True,"NBA $400K Micro Millions Opener [$100K to 1st, 150 Entry Max]",400000.0,NBA,2023-02-14 00:00:00+00:00,4.0,118906,69454
141484259,82280,4.0,False,False,True,False,True,"NBA $100K Micro Millions Opener 2 [$20K to 1st, 150 Entry Max]",100000.0,NBA,2023-02-14 00:00:00+00:00,4.0,29726,2204
141469199,82280,88.0,False,False,True,False,True,NBA $150K Box Out [$50K to 1st],150000.0,NBA,2023-02-14 00:00:00+00:00,88.0,1936,1377
141469200,82280,250.0,False,False,True,False,True,NBA $100K Putback Dunk [4 Entry Max],100000.0,NBA,2023-02-14 00:00:00+00:00,250.0,444,237
141452492,82280,60.0,False,False,True,False,True,NBA $5M Fantasy Basketball World Championship Qualifier #75,52000.0,NBA,2023-02-14 00:00:00+00:00,60.0,1019,734
141452473,82280,15.0,False,False,True,False,True,NBA $50K Fadeaway [$12.5K to 1st] ,50000.0,NBA,2023-02-14 00:00:00+00:00,15.0,3921,3535
141452501,82282,5.0,False,False,True,False,True,NBA Tiers $30K Zone [$5K to 1st],30000.0,NBA,2023-02-14 00:00:00+00:00,5.0,7134,3224
141452503,82282,1.0,False,False,True,False,True,NBA Tiers $7.5K And-One,7500.0,NBA,2023-02-14 00:00:00+00:00,1.0,8917,5594
141455234,82289,15.0,False,False,True,False,True,NBA $150K Fadeaway [$50K to 1st] (Night),150000.0,NBA,2023-02-14 03:00:00+00:00,15.0,11764,4088
141455233,82289,222.0,False,False,True,False,True,NBA $50K SLAM Jam [$10K to 1st] (Night),50000.0,NBA,2023-02-14 03:00:00+00:00,222.0,250,67
141455236,82289,6.0,False,False,True,False,True,NBA $26K Jab Step [$5K to 1st] (Night),26000.0,NBA,2023-02-14 03:00:00+00:00,6.0,5098,2088
141452567,82289,1.0,False,False,True,False,True,NBA $17.5K And-One (Night),17500.0,NBA,2023-02-14 03:00:00+00:00,1.0,20808,5708
141455235,82289,1500.0,False,False,True,False,True,NBA $18.4K Courtside Special [Single Entry] (Night),18400.0,NBA,2023-02-14 03:00:00+00:00,1500.0,13,4
141469197,82280,1.0,False,False,True,False,True,NBA $40K And-One [20 Entry Max],40000.0,NBA,2023-02-14 00:00:00+00:00,1.0,47562,22781
141452480,82280,40.0,False,False,True,False,True,NBA $30K Mid Range Jumper [Single Entry],30000.0,NBA,2023-02-14 00:00:00+00:00,40.0,874,499
141452481,82280,40.0,False,False,True,False,True,NBA $15K Mid Range Jumper [Single Entry],15000.0,NBA,2023-02-14 00:00:00+00:00,40.0,437,192
141452468,82280,5.0,True,False,True,False,True,NBA Single Entry $5 Double Up,6000.0,NBA,2023-02-14 00:00:00+00:00,5.0,1379,715
141452466,82280,25.0,True,False,True,False,True,NBA Single Entry $25 Double Up,10000.0,NBA,2023-02-14 00:00:00+00:00,25.0,459,323
141452512,82283,10.0,False,False,True,False,True,NBA Showdown $20K Pull Up Jumper [$5K to 1st] (HOU vs PHI),20000.0,NBA,2023-02-14 00:00:00+00:00,10.0,2352,838
