contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max,entry_total
141613297,82519,888.0,False,False,True,False,True,NBA $500K MEGA 8's [$100K to 1st],500000.0,NBA,2023-02-24 00:00:00+00:00,888.0,625,198
141599279,82519,15.0,False,False,True,False,True,NBA $600K Return From Break Special [$150K to 1st],600000.0,NBA,2023-02-24 00:00:00+00:00,15.0,47058,14541
141678186,82527,15.0,False,False,True,False,True,NBA $150K Fadeaway [$50K to 1st] (Night),150000.0,NBA,2023-02-24 03:00:00+00:00,15.0,11764,1568
141613303,82519,307.0,False,False,True,False,True,NBA $5M Fantasy Basketball World Championship Qualifier #80,52200.0,NBA,2023-02-24 00:00:00+00:00,307.0,200,80
141584953,82519,0.0,False,False,True,False,True,NBA $50K Free Contest Series,50000.0,NBA,2023-02-24 00:00:00+00:00,0.0,999999999,37915
141613285,82519,4.0,False,False,True,False,True,NBA $100K Four Point Play [$15K to 1st],100000.0,NBA,2023-02-24 00:00:00+00:00,4.0,29726,13710
141613299,82519,200.0,False,False,True,False,True,NBA $60K Splash [3 Entry Max],60000.0,NBA,2023-02-24 00:00:00+00:00,200.0,333,89
141613305,82519,88.0,False,False,True,False,True,NBA $80K Box Out [$20K to 1st],80000.0,NBA,2023-02-24 00:00:00+00:00,88.0,1033,404
141678192,82529,15.0,False,False,True,False,True,NBA Showdown $120K Fadeaway [$30K to 1st] (GSW vs LAL),120000.0,NBA,2023-02-24 03:00:00+00:00,15.0,9411,2173
141678191,82529,180.0,False,False,True,False,True,NBA Showdown $10.9K Windmill [$3K to 1st] (GSW vs LAL),10900.0,NBA,2023-02-24 03:00:00+00:00,180.0,67,9
141613294,82519,100.0,False,False,True,False,True,NBA $40K Showtime [Single Entry],40000.0,NBA,2023-02-24 00:00:00+00:00,100.0,444,115
141613282,82519,100.0,False,False,True,False,True,NBA $15K Showtime [Single Entry],15000.0,NBA,2023-02-24 00:00:00+00:00,100.0,166,48
141613289,82519,1.0,False,False,True,False,True,NBA $45K And-One [20 Entry Max],45000.0,NBA,2023-02-24 00:00:00+00:00,1.0,53507,23651
141613298,82519,2120.0,False,False,True,False,True,NBA $36K Hall of Famer [$15K to 1st],36000.0,NBA,2023-02-24 00:00:00+00:00,2120.0,18,4
141613275,82519,5.0,True,False,True,False,True,NBA Single Entry $5 Double Up,4000.0,NBA,2023-02-24 00:00:00+00:00,5.0,919,410
141675951,82521,5.0,False,False,True,False,True,NBA Tiers $25K Zone [$5K to 1st],25000.0,NBA,2023-02-24 00:00:00+00:00,5.0,5945,2329
141675952,82521,1.0,False,False,True,False,True,NBA Tiers $7.5K And-One,7500.0,NBA,2023-02-24 00:00:00+00:00,1.0,8917,4801
141675954,82521,5.0,False,False,True,False,True,NBA Tiers $2K High Five [Single Entry] ,2000.0,NBA,2023-02-24 00:00:00+00:00,5.0,475,245
141675949,82521,3.0,False,False,True,False,True,NBA Tiers $2K Sharpshooter [20 Entry Max],2000.0,NBA,2023-02-24 00:00:00+00:00,3.0,792,313
141675947,82521,150.0,False,False,True,False,True,NBA Tiers $1.5K Posterizer [Single Entry],1500.0,NBA,2023-02-24 00:00:00+00:00,150.0,11,2
141678185,82527,222.0,False,False,True,False,True,NBA $40K SLAM Jam [$10K to 1st] (Night),40000.0,NBA,2023-02-24 03:00:00+00:00,222.0,200,19
141678187,82527,6.0,False,False,True,False,True,NBA $26K Jab Step [$5K to 1st] (Night),26000.0,NBA,2023-02-24 03:00:00+00:00,6.0,5098,719
141676004,82527,1.0,False,False,True,False,True,NBA $15K And-One (Night),15000.0,NBA,2023-02-24 03:00:00+00:00,1.0,17835,3605
141678184,82527,1500.0,False,False,True,False,True,NBA $14.2K Courtside Special [Single Entry] (Night),14200.0,NBA,2023-02-24 03:00:00+00:00,1500.0,10,1
141676008,82527,4.0,False,False,True,False,True,NBA $10K Four Point Play [20 Entry Max] (Night),10000.0,NBA,2023-02-24 03:00:00+00:00,4.0,2972,440
141675962,82522,10.0,False,False,True,False,True,NBA Showdown $15K Pull Up Jumper [$5K to 1st] (DEN vs CLE),15000.0,NBA,2023-02-24 00:00:00+00:00,10.0,1764,734
141675964,82522,1.0,False,False,True,False,True,NBA Showdown $4K And-One (DEN vs CLE),4000.0,NBA,2023-02-24 00:00:00+00:00,1.0,4756,1308
141675960,82522,150.0,False,False,True,False,True,NBA Showdown $3K Posterizer [Single Entry] (DEN vs CLE),3000.0,NBA,2023-02-24 00:00:00+00:00,150.0,22,9
141675958,82522,5.0,False,False,True,False,True,NBA Showdown $1.5K High Five [Single Entry] (DEN vs CLE),1500.0,NBA,2023-02-24 00:00:00+00:00,5.0,356,103
141675963,82522,3.0,False,False,True,False,True,NBA Showdown $1K Sharpshooter (DEN vs CLE),1000.0,NBA,2023-02-24 00:00:00+00:00,3.0,396,146
141613276,82519,25.0,True,False,True,False,True,NBA Single Entry $25 Double Up,7500.0,NBA,2023-02-24 00:00:00+00:00,25.0,344,188
141613267,82519,5.0,True,False,True,False,True,NBA $5 Double Up,3000.0,NBA,2023-02-24 00:00:00+00:00,5.0,689,462
141613269,82519,25.0,True,False,True,False,True,NBA $25 Double Up,6000.0,NBA,2023-02-24 00:00:00+00:00,25.0,275,120
141613265,82519,100.0,True,False,True,False,True,NBA $100 Double Up,5000.0,NBA,2023-02-24 00:00:00+00:00,100.0,55,22
141613635,82519,368.0,False,False,True,False,True,"NBA Satellite to $3,650 FBWC MEGAQual",3650.0,NBA,2023-02-24 00:00:00+00:00,368.0,11,4
141675966,82523,10.0,False,False,True,False,True,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),10000.0,NBA,2023-02-24 00:30:00+00:00,10.0,1176,231
141675970,82523,150.0,False,False,True,False,True,NBA $2.57K Posterizer [Single Entry] (Turbo),2570.0,NBA,2023-02-24 00:30:00+00:00,150.0,19,2
141675971,82523,1.0,False,False,True,False,True,NBA $3K And-One [20 Entry Max] (Turbo),3000.0,NBA,2023-02-24 00:30:00+00:00,1.0,3567,1154
141675974,82523,3.0,False,False,True,False,True,NBA $1.5K Sharpshooter (Turbo),1500.0,NBA,2023-02-24 00:30:00+00:00,3.0,594,158
141675968,82523,5.0,False,False,True,False,True,NBA $1K High Five [Single Entry] (Turbo),1000.0,NBA,2023-02-24 00:30:00+00:00,5.0,237,83
141675984,82525,10.0,False,False,True,False,True,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),10000.0,NBA,2023-02-24 01:30:00+00:00,10.0,1176,215
141675986,82525,150.0,False,False,True,False,True,NBA $1.9K Posterizer [Single Entry] (Turbo),1900.0,NBA,2023-02-24 01:30:00+00:00,150.0,14,2
141675990,82525,3.0,False,False,True,False,True,NBA $1.5K Sharpshooter (Turbo),1500.0,NBA,2023-02-24 01:30:00+00:00,3.0,594,110
