contest_id,draft_group_id,fantasy_player_points,is_double_up,is_fifty_fifty,is_guaranteed,is_head_to_head,is_starred,name,payout,sport,starts_at,entry_fee,entry_max
143827489,86182,1060.0,False,False,True,False,True,NBA $10K All-Star [Single Entry],10000.0,NBA,2023-04-24 23:30:00+00:00,1060.0,10
143827490,86182,4.0,False,False,True,False,True,NBA $100K Four Point Play [$15K to 1st],100000.0,NBA,2023-04-24 23:30:00+00:00,4.0,29726
143827491,86182,1.0,False,False,True,False,True,NBA $35K And-One [20 Entry Max],35000.0,NBA,2023-04-24 23:30:00+00:00,1.0,41617
143827492,86182,5300.0,False,False,False,False,True,NBA $30K Thunderdome [Must Fill],30000.0,NBA,2023-04-24 23:30:00+00:00,5300.0,6
143827493,86182,200.0,False,False,True,False,True,NBA $30K Splash [3 Entry Max],30000.0,NBA,2023-04-24 23:30:00+00:00,200.0,166
143827494,86182,2120.0,False,False,True,False,True,NBA $30K Hall of Famer [$15K to 1st],30000.0,NBA,2023-04-24 23:30:00+00:00,2120.0,15
143827495,86182,6.0,False,False,True,False,True,NBA $40K Jab Step [$10K to 1st],40000.0,NBA,2023-04-24 23:30:00+00:00,6.0,7843
143827496,86182,5.0,False,False,True,False,True,NBA $22K Zone [$5K to 1st],22000.0,NBA,2023-04-24 23:30:00+00:00,5.0,5231
143827497,86182,8.0,False,False,True,False,True,NBA $30K Excellent 8's [$10K to 1st],30000.0,NBA,2023-04-24 23:30:00+00:00,8.0,4411
143827499,86182,88.0,False,False,True,False,True,NBA $20K Box Out [$4K to 1st],20000.0,NBA,2023-04-24 23:30:00+00:00,88.0,258
143827500,86182,20.0,False,False,True,False,True,NBA $400K Shootaround [$100K to 1st],400000.0,NBA,2023-04-24 23:30:00+00:00,20.0,23529
143828250,86182,3.0,False,False,True,False,False,NBA $3 Winner Take All [$100 to 1st],100.0,NBA,2023-04-24 23:30:00+00:00,3.0,39
143828251,86182,1.0,False,False,True,False,False,NBA $1 Winner Take All [$100 to 1st],100.0,NBA,2023-04-24 23:30:00+00:00,1.0,118
143828252,86182,0.0,False,False,True,False,True,NBA $400 Dime Time [Just $0.10!],400.0,NBA,2023-04-24 23:30:00+00:00,0.1,4756
143828253,86182,1.0,False,False,True,False,False,NBA $1 Quintuple Up [Top 5 Win $5],25.0,NBA,2023-04-24 23:30:00+00:00,1.0,28
143828254,86182,1.0,False,False,True,False,False,NBA $1 Quintuple Up [Top 5 Win $5],25.0,NBA,2023-04-24 23:30:00+00:00,1.0,28
143828255,86182,1.0,False,False,True,False,False,NBA $1 Quintuple Up [Top 5 Win $5],25.0,NBA,2023-04-24 23:30:00+00:00,1.0,28
143828256,86182,5.0,False,False,True,False,False,NBA $5 Quintuple Up [Top 5 Win $25],125.0,NBA,2023-04-24 23:30:00+00:00,5.0,28
143828257,86182,5.0,False,False,True,False,False,NBA $5 Quintuple Up [Top 5 Win $25],125.0,NBA,2023-04-24 23:30:00+00:00,5.0,28
143828258,86182,10.0,False,False,True,False,False,NBA $10 Quintuple Up [Top 5 Win $50],250.0,NBA,2023-04-24 23:30:00+00:00,10.0,28
143828259,86182,20.0,False,False,True,False,False,NBA $20 Winner Take All [$175 to 1st],175.0,NBA,2023-04-24 23:30:00+00:00,20.0,10
143828260,86182,2.0,False,False,True,False,False,NBA $2 Winner Take All [$120 to 1st],120.0,NBA,2023-04-24 23:30:00+00:00,2.0,71
143828261,86182,0.0,False,False,True,False,False,NBA $0.25 Winner Take All [$50 to 1st],50.0,NBA,2023-04-24 23:30:00+00:00,0.25,237
143828262,86182,250.0,True,False,True,False,False,NBA $250 Double Up,2500.0,NBA,2023-04-24 23:30:00+00:00,250.0,11
143828263,86182,100.0,True,False,True,False,False,NBA $100 Double Up,1000.0,NBA,2023-04-24 23:30:00+00:00,100.0,11
143828264,86182,100.0,True,False,True,False,False,NBA $100 Double Up,2000.0,NBA,2023-04-24 23:30:00+00:00,100.0,22
143828265,86182,50.0,True,False,True,False,False,NBA $50 Double Up,1000.0,NBA,2023-04-24 23:30:00+00:00,50.0,22
143828266,86182,50.0,True,False,True,False,False,NBA $50 Double Up,500.0,NBA,2023-04-24 23:30:00+00:00,50.0,11
143828267,86182,10.0,True,False,True,False,False,NBA $10 Double Up,200.0,NBA,2023-04-24 23:30:00+00:00,10.0,23
143828268,86182,10.0,True,False,True,False,False,NBA $10 Double Up,200.0,NBA,2023-04-24 23:30:00+00:00,10.0,23
143828269,86182,3.0,True,False,True,False,False,NBA $3 Double Up,60.0,NBA,2023-04-24 23:30:00+00:00,3.0,23
143828270,86182,3.0,True,False,True,False,False,NBA $3 Double Up,60.0,NBA,2023-04-24 23:30:00+00:00,3.0,23
143828271,86182,1.0,True,False,True,False,False,NBA $1 Double Up,200.0,NBA,2023-04-24 23:30:00+00:00,1.0,229
143828272,86182,25.0,False,False,True,False,False,NBA 10x Booster [Top 3 Win $250],750.0,NBA,2023-04-24 23:30:00+00:00,25.0,35
143828273,86182,10.0,False,False,True,False,False,NBA 10x Booster [Top 5 Win $100],500.0,NBA,2023-04-24 23:30:00+00:00,10.0,58
143828274,86182,10.0,False,False,True,False,False,NBA 10x Booster [Top 3 Win $100],300.0,NBA,2023-04-24 23:30:00+00:00,10.0,35
143828275,86182,5.0,False,False,True,False,False,NBA 10x Booster [Top 5 Win $50],250.0,NBA,2023-04-24 23:30:00+00:00,5.0,59
143828276,86182,5.0,False,False,True,False,False,NBA 10x Booster [Top 3 Win $50],150.0,NBA,2023-04-24 23:30:00+00:00,5.0,35
143828277,86182,2.0,False,False,True,False,False,NBA 10x Booster [Top 10 Win $20],200.0,NBA,2023-04-24 23:30:00+00:00,2.0,118
143828278,86182,2.0,False,False,True,False,False,NBA 10x Booster [Top 5 Win $20],100.0,NBA,2023-04-24 23:30:00+00:00,2.0,59
143828279,86182,2.0,False,False,True,False,False,NBA 10x Booster [Top 3 Win $20],60.0,NBA,2023-04-24 23:30:00+00:00,2.0,35
143828280,86182,9.0,False,False,True,False,False,NBA $9 Contest,300.0,NBA,2023-04-24 23:30:00+00:00,9.0,39
143828281,86182,5.0,False,False,True,False,False,NBA $5 Contest,200.0,NBA,2023-04-24 23:30:00+00:00,5.0,47
143828282,86182,2.0,False,False,True,False,False,NBA $2 Contest,200.0,NBA,2023-04-24 23:30:00+00:00,2.0,118
143828283,86182,1.0,False,False,True,False,False,NBA $1 Contest,100.0,NBA,2023-04-24 23:30:00+00:00,1.0,118
143828284,86182,0.0,False,False,True,False,False,NBA $0.25 Contest,50.0,NBA,2023-04-24 23:30:00+00:00,0.25,237
143828285,86182,25.0,True,False,True,False,False,NBA $25 Double Up,500.0,NBA,2023-04-24 23:30:00+00:00,25.0,22
143828286,86182,5.0,True,False,True,False,False,NBA $5 Double Up,100.0,NBA,2023-04-24 23:30:00+00:00,5.0,23
143828287,86182,5.0,True,False,True,False,False,NBA $5 Double Up,100.0,NBA,2023-04-24 23:30:00+00:00,5.0,23
143828288,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828289,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828290,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828291,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828292,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828293,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828294,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828295,86182,100.0,False,False,True,False,False,NBA $100 Winner Take All [$1K to 1st],1000.0,NBA,2023-04-24 23:30:00+00:00,100.0,11
143828296,86182,5.0,False,False,True,False,False,NBA $5 Winner Take All [$100 to 1st],100.0,NBA,2023-04-24 23:30:00+00:00,5.0,23
143828297,86182,50.0,False,False,True,False,False,NBA $50 Winner Take All [$500 to 1st],500.0,NBA,2023-04-24 23:30:00+00:00,50.0,11
143828298,86182,25.0,True,False,True,False,False,NBA $25 Double Up,250.0,NBA,2023-04-24 23:30:00+00:00,25.0,11
143828299,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828300,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
143828301,86182,1.0,True,False,True,False,False,NBA $1 Double Up,20.0,NBA,2023-04-24 23:30:00+00:00,1.0,23
