draft_group_id,game_id
84516,5896524
84516,5898726
84516,5899164
84516,5899542
84516,5899848
84516,5900808
84516,5903833
84516,5903983
84588,5896524
84588,5898726
84588,5899164
84588,5899542
84588,5899848
84588,5900808
84588,5903833
84588,5903983
84589,5896524
84589,5898726
84589,5899164
84589,5899542
84589,5899848
84589,5900808
84589,5903833
84589,5903983
84590,5899542
84592,5896524
84594,5898726
84594,5899848
84595,5898726
84596,5899164
84596,5903833
84596,5903983
84597,5899164
84597,5903833
84597,5903983
84598,5899164
84599,5899164
84600,5899165
84601,5899169
