draft_group_id,game_id
83355,5896572
83352,5896470
83352,5896572
83352,5897304
83352,5897382
83352,5898684
83352,5900370
83352,5902963
83352,5929394
83353,5896470
83353,5896572
83353,5897304
83353,5897382
83353,5898684
83353,5900370
83353,5902963
83353,5929394
83354,5896470
83354,5896572
83354,5897304
83354,5897382
83354,5898684
83354,5900370
83354,5902963
83354,5929394
83357,5898684
83356,5896470
83356,5898684
83359,5897304
83358,5897304
83358,5900370
83360,5897382
83360,5902963
83361,5902963
83362,5902963
83363,5902964
83364,5902968
