draft_group_id,game_id
84962,5895300
84962,5897466
84962,5898102
84962,5898108
84962,5898414
84962,5899182
84962,5899584
84962,5900832
84963,5895300
84963,5897466
84963,5898102
84963,5898108
84963,5898414
84963,5899182
84963,5899584
84963,5900832
84964,5895300
84964,5897466
84964,5898102
84964,5898108
84964,5898414
84964,5899182
84964,5899584
84964,5900832
84965,5899584
84966,5895300
84966,5898108
84966,5898414
84967,5898414
84968,5898102
84969,5897466
84969,5899182
84971,5899182
84972,5899182
84973,5899183
84974,5899187
