draft_group_id,game_id
84197,5896488
84197,5899098
84198,5896488
84198,5899098
84199,5896488
84199,5899098
84200,5896488
84201,5899098
84202,5895294
84202,5896698
84202,5897478
84202,5899188
84202,5899530
84202,5899824
84203,5895294
84203,5896698
84203,5897478
84203,5899188
84203,5899530
84203,5899824
84204,5895294
84204,5896698
84204,5897478
84204,5899188
84204,5899530
84204,5899824
84205,5899530
84206,5897478
84207,5895294
84207,5897478
84207,5899188
84207,5899824
84208,5899824
84209,5899824
84210,5899825
84211,5899829
