draft_group_id,game_id
85277,5895318
85277,5895372
85277,5895966
85277,5896440
85277,5896584
85277,5896794
85277,5897412
85277,5897520
85277,5898804
85277,5898858
85277,5899320
85277,5899698
85277,5903017
85277,5903575
85277,5904001
85278,5895318
85278,5895372
85278,5895966
85278,5896440
85278,5896584
85278,5896794
85278,5897412
85278,5897520
85278,5898804
85278,5898858
85278,5899320
85278,5899698
85278,5903017
85278,5903575
85278,5904001
85279,5895318
85279,5895372
85279,5895966
85279,5896440
85279,5896584
85279,5896794
85279,5897412
85279,5897520
85279,5898804
85279,5898858
85279,5899320
85279,5899698
85279,5903017
85279,5903575
85279,5904001
85318,5895318
85319,5897412
85319,5897520
85319,5898804
85319,5898858
85319,5903017
85319,5903575
85319,5904001
85321,5897412
85321,5897520
85321,5898804
85321,5898858
85321,5903017
85321,5903575
85321,5904001
85322,5897412
85322,5897520
85322,5898804
85322,5898858
85322,5903017
85322,5903575
85322,5904001
85323,5903017
85324,5903017
85325,5903018
85326,5903022
