draft_group_id,game_id
85217,5895306
85217,5895588
85217,5897490
85217,5898126
85217,5898132
85217,5898426
85217,5899302
85217,5899596
85217,5899680
85217,5903011
85217,5903851
85218,5895306
85218,5895588
85218,5897490
85218,5898126
85218,5898132
85218,5898426
85218,5899302
85218,5899596
85218,5899680
85218,5903011
85218,5903851
85219,5895306
85219,5895588
85219,5897490
85219,5898126
85219,5898132
85219,5898426
85219,5899302
85219,5899596
85219,5899680
85219,5903011
85219,5903851
85220,5899302
85221,5895306
85221,5898132
85221,5899680
85222,5895306
85223,5898126
85223,5898426
85224,5898426
85225,5897490
85226,5903011
85226,5903851
85227,5903011
85227,5903851
85228,5903011
85229,5903011
85230,5903012
85231,5903016
