draft_group_id,game_id
83466,5899104
83463,5895252
83463,5895846
83463,5897964
83463,5898648
83463,5899026
83463,5899104
83463,5903461
83464,5895252
83464,5895846
83464,5897964
83464,5898648
83464,5899026
83464,5899104
83464,5903461
83465,5895252
83465,5895846
83465,5897964
83465,5898648
83465,5899026
83465,5899104
83465,5903461
83468,5897964
83467,5895252
83467,5895846
83467,5897964
83469,5898648
83469,5899026
83469,5903461
83470,5898648
83470,5899026
83470,5903461
83471,5899026
83472,5899026
83473,5899027
83474,5899031
