draft_group_id,game_id
82522,5896212
82519,5896212
82519,5896518
82519,5896596
82519,5897232
82519,5899506
82519,5899806
82519,5900694
82519,5902945
82519,5903761
82520,5896212
82520,5896518
82520,5896596
82520,5897232
82520,5899506
82520,5899806
82520,5900694
82520,5902945
82520,5903761
82521,5896212
82521,5896518
82521,5896596
82521,5897232
82521,5899506
82521,5899806
82521,5900694
82521,5902945
82521,5903761
82524,5900694
82523,5900694
82523,5896596
82525,5897232
82525,5899806
82526,5899806
82529,5902945
82530,5902945
82527,5902945
82527,5903761
82528,5902945
82528,5903761
82531,5902946
82532,5902950
