draft_group_id,game_id
83829,5900778
83826,5895870
83826,5897406
83826,5897892
83826,5900082
83826,5900382
83826,5900778
83826,5903797
83827,5895870
83827,5897406
83827,5897892
83827,5900082
83827,5900382
83827,5900778
83827,5903797
83828,5895870
83828,5897406
83828,5897892
83828,5900082
83828,5900382
83828,5900778
83828,5903797
83831,5897406
83830,5895870
83830,5897406
83830,5897892
83832,5900382
83835,5900082
83836,5900082
83833,5900082
83833,5903797
83834,5900082
83834,5903797
83837,5900083
83838,5900087
