draft_group_id,game_id
82766,5895180
82766,5897724
82766,5898192
82766,5898660
82766,5898972
82766,5899002
82766,5900046
82766,5903449
82767,5895180
82767,5897724
82767,5898192
82767,5898660
82767,5898972
82767,5899002
82767,5900046
82767,5903449
82768,5895180
82768,5897724
82768,5898192
82768,5898660
82768,5898972
82768,5899002
82768,5900046
82768,5903449
82769,5899002
82770,5897724
82770,5898192
82771,5898192
82772,5895180
82772,5898660
82773,5903449
82774,5898972
82774,5900046
82774,5903449
82775,5898972
82775,5900046
82775,5903449
82776,5895180
82777,5898972
82778,5898972
82779,5898973
82780,5898977
