draft_group_id,game_id
82989,5898210
82990,5898210
82994,5897742
82991,5895198
82991,5897250
82991,5897742
82992,5895198
82992,5897250
82992,5897742
82993,5895198
82993,5897250
82993,5897742
82995,5897250
82999,5896230
82996,5896230
82996,5897214
82996,5898570
82996,5900052
82996,5903941
82997,5896230
82997,5897214
82997,5898570
82997,5900052
82997,5903941
82998,5896230
82998,5897214
82998,5898570
82998,5900052
82998,5903941
83000,5897214
83000,5900052
83001,5900052
83002,5898570
83002,5903941
83003,5898570
83003,5903941
83004,5898570
83005,5898570
83006,5898571
83007,5898575
