EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679431488,Kroh62,1,1,129.25,Kyle Anderson,Anthony Edwards,Kevin Huerter,Naz Reid
3679511819,edrew555,1,1,112.25,Domantas Sabonis,Mike Conley,Harrison Barnes,Malik Monk
3679553162,TonyRogo77,1,1,105.5,De'Aaron Fox,Rudy Gobert,Jaden McDaniels,Keegan Murray
