EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3678868938,Patrick_Star,1,1,246.88,Bam Adebayo,Trae Young,Jimmy Butler,De'Andre Hunter,Saddiq Bey,Onyeka Okongwu
3680353989,tamsuKi,1,1,232.63,Bam Adebayo,Dejounte Murray,Tyler Herro,Clint Capela,De'Andre Hunter,Caleb Martin
3680455125,jamesmcalindon,1,1,231.38,Jimmy Butler,Trae Young,Bam Adebayo,Clint Capela,Onyeka Okongwu,Jalen Johnson
3679963446,austin60915,1,1,220.63,Bam Adebayo,Jimmy Butler,Dejounte Murray,Tyler Herro,Gabe Vincent,Cody Zeller
3680029277,falstaff64,1,1,216.88,Bam Adebayo,Trae Young,Tyler Herro,Bogdan Bogdanovic,De'Andre Hunter,Gabe Vincent
3680502485,Rallycap,1,1,216.38,Bam Adebayo,Trae Young,Dejounte Murray,Tyler Herro,Onyeka Okongwu,Cody Zeller
3680522164,wmcammond,1,1,212.88,Dejounte Murray,Jimmy Butler,Bam Adebayo,Clint Capela,Gabe Vincent,Onyeka Okongwu
3680502734,cchuks,1,1,212.5,Trae Young,Jimmy Butler,Tyler Herro,De'Andre Hunter,Saddiq Bey,Onyeka Okongwu
3679476697,kaysizzle,1,1,211.75,Victor Oladipo,Trae Young,Jimmy Butler,Bam Adebayo,Tyler Herro,Onyeka Okongwu
3680487495,flaghunter21,1,1,208.75,Trae Young,Bam Adebayo,Tyler Herro,De'Andre Hunter,John Collins,Saddiq Bey
3679999278,zolika13,1,1,202.5,Gabe Vincent,Trae Young,Jimmy Butler,Tyler Herro,Clint Capela,De'Andre Hunter
3680509628,ricksells01,1,1,200.13,Clint Capela,Trae Young,Jimmy Butler,Tyler Herro,Kevin Love,Jalen Johnson
3680495351,MrAndrew1337,1,1,199.0,Gabe Vincent,Trae Young,Jimmy Butler,Bam Adebayo,Dejounte Murray,Jalen Johnson
3679722929,nickfromcwe,1,1,195.63,Bam Adebayo,Jimmy Butler,Dejounte Murray,Kevin Love,John Collins,Onyeka Okongwu
3680502416,mallows,1,1,194.88,Clint Capela,Trae Young,Jimmy Butler,Kevin Love,De'Andre Hunter,Gabe Vincent
3679557097,Cooz4,1,1,193.63,Dejounte Murray,Trae Young,Bam Adebayo,Bogdan Bogdanovic,De'Andre Hunter,Onyeka Okongwu
3680434275,wanders64,1,1,190.13,John Collins,Jimmy Butler,Bam Adebayo,Dejounte Murray,Tyler Herro,Caleb Martin
3680512474,Harmiles,1,1,187.88,Kevin Love,Trae Young,Jimmy Butler,Clint Capela,Max Strus,Saddiq Bey
