EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679463416,TheGongShow21,1,1,275.0,Bam Adebayo,KJ Martin,Tre Jones,Jeremy Sochan,Devonte' Graham,De'Andre Hunter,Tyler Herro,Trae Young
3679436219,Ques3000,1,1,274.25,Bam Adebayo,Tari Eason,Jalen Green,KJ Martin,Trae Young,Keita Bates-Diop,Tyler Herro,Josh Christopher
3679411905,craydalyricist,1,1,264.5,Bam Adebayo,Jeremy Sochan,Jalen Green,Kevin Love,Tyler Herro,Jimmy Butler,Devonte' Graham,De'Andre Hunter
3679508780,iStewie4,1,1,248.25,Clint Capela,Jimmy Butler,Tyler Herro,Jeremy Sochan,Tre Jones,KJ Martin,Jalen Green,Keita Bates-Diop
3679376094,MLV-Houtex,1,1,242.5,Alperen Sengun,Jeremy Sochan,Devonte' Graham,Kevin Love,Tyler Herro,KJ Martin,Bogdan Bogdanovic,Trae Young
3679427240,aronowm2,1,1,230.75,Alperen Sengun,Keita Bates-Diop,Tre Jones,Jeremy Sochan,Kevin Porter Jr.,KJ Martin,Jalen Green,Tyler Herro
3679449396,cmhorton1644,1,1,228.75,Clint Capela,Jimmy Butler,Jalen Green,Jabari Smith Jr.,Kevin Porter Jr.,De'Andre Hunter,Bogdan Bogdanovic,Zach Collins
3679453851,nickdwins,1,1,220.5,Zach Collins,Tari Eason,Kevin Porter Jr.,Duncan Robinson,Trae Young,Jimmy Butler,Jalen Green,Gabe Vincent
3679482278,BRwiseman,1,1,220.0,Zach Collins,De'Andre Hunter,Tyler Herro,Kevin Love,Kevin Porter Jr.,KJ Martin,Bogdan Bogdanovic,Dejounte Murray
3679416860,MacxBlac,1,1,218.0,Kevin Love,Jabari Smith Jr.,Bogdan Bogdanovic,Tari Eason,Trae Young,KJ Martin,Dejounte Murray,Tyler Herro
3679482494,phishslayer12345,1,1,211.0,Clint Capela,Jeremy Sochan,Tyler Herro,Jabari Smith Jr.,Dejounte Murray,KJ Martin,Jalen Green,Kevin Love
3679383408,MoneyManbig23,1,1,210.75,Kevin Love,Keita Bates-Diop,Jalen Green,John Collins,Dejounte Murray,Jimmy Butler,Devonte' Graham,Tyler Herro
3679456114,jasen1972,1,1,201.25,Alperen Sengun,Jabari Smith Jr.,Kevin Porter Jr.,Kevin Love,Jalen Green,Max Strus,Tyler Herro,Clint Capela
3679365012,beantownbrats,1,1,194.75,Alperen Sengun,Bogdan Bogdanovic,Tre Jones,Jabari Smith Jr.,Jalen Green,Jimmy Butler,Max Strus,Kevin Porter Jr.
