EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3680007031,JakeSzar,1,1,124.5,Fred VanVleet,Bradley Beal,Corey Kispert,Deni Avdija
3680085021,juice182,1,1,122.5,Kristaps Porzingis,Delon Wright,Jakob Poeltl,Precious Achiuwa
3680085260,honus2020,1,1,92.0,Gary Trent Jr.,Scottie Barnes,Kyle Kuzma,Chris Boucher
3680085738,Tbone23x,1,1,69.25,Pascal Siakam,Daniel Gafford,OG Anunoby,Will Barton
