EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3680286022,Dame_Dolla7,1,1,302.0,James Harden,Darius Garland,Bam Adebayo,Domantas Sabonis,Jimmy Butler,Zach Collins,Alperen Sengun
3680303869,FatTire7,1,1,262.5,Jrue Holiday,Anthony Edwards,Joel Embiid,Clint Capela,Donovan Mitchell,Rudy Gobert,Tyler Herro
3680301686,sportsfanatic417,1,1,238.0,De'Aaron Fox,Trae Young,Giannis Antetokounmpo,Evan Mobley,Tyrese Maxey,Jarrett Allen,Dejounte Murray
