EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3679697642,nickfromcwe,1,1,222.63,Evan Mobley,Donovan Mitchell,Jarrett Allen,Jaden Ivey,Marvin Bagley III,Ricky Rubio
3680377736,wusop2016,1,1,221.13,James Wiseman,Donovan Mitchell,Darius Garland,Evan Mobley,Marvin Bagley III,Isaiah Livers
3679261942,samspadoni2011,1,1,220.13,Marvin Bagley III,Donovan Mitchell,Darius Garland,Evan Mobley,Jaden Ivey,Rodney McGruder
3679501087,danpj2202,1,1,216.88,Darius Garland,Donovan Mitchell,Evan Mobley,James Wiseman,Hamidou Diallo,Ricky Rubio
3679970683,austin60915,1,1,214.38,Marvin Bagley III,Donovan Mitchell,Darius Garland,Jarrett Allen,James Wiseman,Caris LeVert
3679299128,macyfan,1,1,211.38,Darius Garland,Donovan Mitchell,Evan Mobley,Jarrett Allen,Hamidou Diallo,R.J. Hampton
3679672465,LBDTitan,1,1,209.63,Jarrett Allen,Donovan Mitchell,Darius Garland,Marvin Bagley III,Hamidou Diallo,Caris LeVert
3679476585,kaysizzle,1,1,206.63,Jarrett Allen,Donovan Mitchell,Darius Garland,Evan Mobley,Hamidou Diallo,Cory Joseph
3680374218,RCW1231,1,1,202.38,Darius Garland,Donovan Mitchell,Killian Hayes,Marvin Bagley III,James Wiseman,Caris LeVert
3679456870,Billymailman,1,1,195.75,Jaden Ivey,Donovan Mitchell,Darius Garland,Marvin Bagley III,James Wiseman,Hamidou Diallo
3680370266,tamsuKi,1,1,189.63,Jarrett Allen,Darius Garland,Evan Mobley,Killian Hayes,James Wiseman,Hamidou Diallo
3679591153,Jackrabbit94,1,1,181.13,Jarrett Allen,Donovan Mitchell,Darius Garland,James Wiseman,Hamidou Diallo,Caris LeVert
3678876051,amiezin,1,1,177.13,Darius Garland,Donovan Mitchell,Jaden Ivey,Killian Hayes,Hamidou Diallo,Caris LeVert
3680028773,falstaff64,1,1,175.38,Darius Garland,Donovan Mitchell,Jarrett Allen,Killian Hayes,James Wiseman,Cory Joseph
3678855870,Patrick_Star,1,1,172.63,Donovan Mitchell,Darius Garland,Jarrett Allen,Jaden Ivey,James Wiseman,Cory Joseph
3680282533,Ken_AA,1,1,170.75,Jaden Ivey,Donovan Mitchell,Evan Mobley,Jarrett Allen,Killian Hayes,Caris LeVert
3679593320,HomanT,1,1,164.0,Jaden Ivey,Donovan Mitchell,Darius Garland,Killian Hayes,James Wiseman,Hamidou Diallo
