EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679411805,gregr1224,1,1,292.0,Giannis Antetokounmpo,Harrison Barnes,Kevin Huerter,Taurean Prince,James Harden,De'Anthony Melton,Tyrese Maxey,Kyle Anderson
3679527658,ShaidyAdvice,1,1,280.5,Joel Embiid,Jaden McDaniels,Mike Conley,Harrison Barnes,Tyrese Maxey,Kyle Anderson,Malik Monk,Rudy Gobert
3679805507,theWhistlesGoWooo,1,1,278.5,Joel Embiid,Keegan Murray,Tyrese Maxey,Jaden McDaniels,James Harden,Kyle Anderson,De'Anthony Melton,Harrison Barnes
3680243503,manoharc,1,1,268.0,Domantas Sabonis,Harrison Barnes,Mike Conley,Keegan Murray,De'Aaron Fox,Jaden McDaniels,Tyrese Maxey,Kyle Anderson
3680540134,theshermanator95,1,1,266.0,Joel Embiid,Kyle Anderson,James Harden,Keegan Murray,Tyrese Maxey,Tobias Harris,Kevin Huerter,Taurean Prince
3679932067,ragingphilip,1,1,263.75,Joel Embiid,Naz Reid,Kevin Huerter,Kyle Anderson,De'Aaron Fox,Harrison Barnes,Tyrese Maxey,Keegan Murray
3680524603,ahwainscott,1,1,262.25,Giannis Antetokounmpo,Keegan Murray,Malik Monk,Harrison Barnes,Tyrese Maxey,Kyle Anderson,Kevin Huerter,Rudy Gobert
3680499380,rjfurr,1,1,255.25,Joel Embiid,Keegan Murray,Mike Conley,Harrison Barnes,Tyrese Maxey,Kyle Anderson,Malik Monk,Rudy Gobert
3679980901,GreyPoupon,1,1,249.5,Joel Embiid,Harrison Barnes,De'Aaron Fox,P.J. Tucker,Mike Conley,Keegan Murray,Tyrese Maxey,Kyle Anderson
3680515251,Jbomb76,1,1,240.5,Joel Embiid,Naz Reid,De'Anthony Melton,Giannis Antetokounmpo,Tyrese Maxey,Kyle Anderson,Joe Ingles,P.J. Tucker
3680528856,dhallarin,1,1,225.0,Joel Embiid,Trey Lyles,De'Aaron Fox,Naz Reid,Tyrese Maxey,Keegan Murray,De'Anthony Melton,Rudy Gobert
3680531439,bgreseth,1,1,222.25,Joel Embiid,Keegan Murray,De'Aaron Fox,Harrison Barnes,Tyrese Maxey,Tobias Harris,De'Anthony Melton,Kyle Anderson
3680494882,tweyerich,1,1,219.75,Joel Embiid,Trey Lyles,Jevon Carter,Giannis Antetokounmpo,Tyrese Maxey,Keegan Murray,De'Anthony Melton,Malik Monk
3680497532,chichi84nc,1,1,219.0,Joel Embiid,Taurean Prince,Anthony Edwards,Harrison Barnes,Tyrese Maxey,Keegan Murray,De'Anthony Melton,Rudy Gobert
3680523224,ddpensak107,1,1,217.25,Rudy Gobert,Trey Lyles,De'Aaron Fox,Naz Reid,Tyrese Maxey,Khris Middleton,Anthony Edwards,Keegan Murray
3680468421,JCulp42,1,1,179.5,Joel Embiid,Tobias Harris,Austin Rivers,Giannis Antetokounmpo,Tyrese Maxey,Khris Middleton,Shake Milton,P.J. Tucker
