EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680490439,Rallycap,1,1,231.13,Marvin Bagley III,Donovan Mitchell,Darius Garland,Evan Mobley,Jarrett Allen,Dean Wade
3680472800,FranchiseFlores,1,1,219.13,Marvin Bagley III,Donovan Mitchell,Evan Mobley,Jarrett Allen,Killian Hayes,Caris LeVert
3679299132,macyfan,1,1,211.38,Darius Garland,Donovan Mitchell,Evan Mobley,Jarrett Allen,Hamidou Diallo,R.J. Hampton
3680450564,wanders64,1,1,197.63,Jarrett Allen,Donovan Mitchell,Darius Garland,Evan Mobley,James Wiseman,Cedi Osman
3680484047,joe.michel25,1,1,197.13,Donovan Mitchell,Darius Garland,Killian Hayes,Marvin Bagley III,James Wiseman,Isaiah Livers
3680447015,jamesmcalindon,1,1,196.38,Jarrett Allen,Donovan Mitchell,Darius Garland,Evan Mobley,James Wiseman,R.J. Hampton
3680473956,SpeedRacer101,1,1,196.38,Jarrett Allen,Donovan Mitchell,Darius Garland,Evan Mobley,James Wiseman,R.J. Hampton
3680370262,tamsuKi,1,1,189.63,Jarrett Allen,Darius Garland,Evan Mobley,Killian Hayes,James Wiseman,Hamidou Diallo
3679697672,nickfromcwe,1,1,180.25,Jaden Ivey,Donovan Mitchell,Evan Mobley,Jarrett Allen,James Wiseman,Hamidou Diallo
3680028771,falstaff64,1,1,166.13,Donovan Mitchell,Darius Garland,Jarrett Allen,Jaden Ivey,Killian Hayes,R.J. Hampton
