EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679415091,aramisj22,1,1,300.5,Zach Collins,Jimmy Butler,Devonte' Graham,Jeremy Sochan,Tre Jones,Tari Eason,Tyler Herro,Bam Adebayo
3679949880,austin60915,1,1,300.5,Bam Adebayo,Tari Eason,Devonte' Graham,Jeremy Sochan,Tre Jones,Jimmy Butler,Tyler Herro,Zach Collins
3679852809,nicoh22,1,1,288.0,Alperen Sengun,Keita Bates-Diop,Tyler Herro,Jeremy Sochan,Devonte' Graham,Tari Eason,Dejounte Murray,Bam Adebayo
3680502923,Rallycap,1,1,282.5,Bam Adebayo,Tari Eason,Devonte' Graham,Jeremy Sochan,Tre Jones,Jimmy Butler,Jalen Green,Alperen Sengun
3680503039,503738,1,1,282.5,Bam Adebayo,Jimmy Butler,Devonte' Graham,Jeremy Sochan,Tre Jones,Tari Eason,Jalen Green,Alperen Sengun
3680501082,johnphil82,1,1,277.75,Bam Adebayo,Tari Eason,Tyler Herro,Jeremy Sochan,Jalen Green,Jimmy Butler,Devonte' Graham,Jabari Smith Jr.
3679267269,macyfan,1,1,273.5,Zach Collins,Jeremy Sochan,Jalen Green,Jabari Smith Jr.,Trae Young,Tari Eason,Devonte' Graham,Bam Adebayo
3679476173,kaysizzle,1,1,273.5,Zach Collins,Jabari Smith Jr.,Trae Young,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Bam Adebayo
3680327363,tamsuKi,1,1,273.5,Bam Adebayo,Jabari Smith Jr.,Jalen Green,Jeremy Sochan,Trae Young,Tari Eason,Devonte' Graham,Zach Collins
3680501681,loigwine,1,1,267.0,Alperen Sengun,Tari Eason,Blake Wesley,Jeremy Sochan,Trae Young,Jimmy Butler,Devonte' Graham,Zach Collins
3679700811,nickfromcwe,1,1,262.75,Zach Collins,KJ Martin,Tyler Herro,John Collins,Devonte' Graham,Keita Bates-Diop,Dejounte Murray,Bam Adebayo
3679616028,stock2mail,1,1,257.25,Zach Collins,Jimmy Butler,Dejounte Murray,Jeremy Sochan,Jalen Green,Tari Eason,Romeo Langford,Bam Adebayo
3680468026,flaghunter21,1,1,248.75,Zach Collins,KJ Martin,Tyler Herro,Jeremy Sochan,Tre Jones,Tari Eason,Jalen Green,Trae Young
3680387458,wanders64,1,1,248.5,Bam Adebayo,Jimmy Butler,TyTy Washington Jr.,Jeremy Sochan,Tre Jones,Caleb Martin,Devonte' Graham,Trae Young
3680475961,coleworld2137,1,1,216.25,Zach Collins,Bogdan Bogdanovic,Trae Young,Kevin Love,Kevin Porter Jr.,KJ Martin,Jalen Green,De'Andre Hunter
3680499085,MrAndrew1337,1,1,192.0,Charles Bassey,Trent Forrest,Dejounte Murray,Jalen Johnson,Trae Young,Jimmy Butler,Jalen Green,Kevin Porter Jr.
