EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680672440,noahm1212,1,1,66.75,De'Aaron Fox,Domantas Sabonis,Mike Conley,Jaden McDaniels,Trey Lyles,Nickeil Alexander-Walker
3680666139,Ed1964Lee,1,1,64.75,Mike Conley,Domantas Sabonis,Rudy Gobert,Kevin Huerter,Harrison Barnes,Jaden McDaniels
3680673213,HuntmanTen,1,1,62.5,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Jaden McDaniels,Nickeil Alexander-Walker
3680661490,russdude555,1,1,59.5,Domantas Sabonis,Mike Conley,Kyle Anderson,Kevin Huerter,Harrison Barnes,Jaden McDaniels
3680661892,huvanle,1,1,59.5,Domantas Sabonis,Mike Conley,Kyle Anderson,Kevin Huerter,Harrison Barnes,Jaden McDaniels
3680667812,JJ48fan1958,1,1,56.25,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Harrison Barnes,Trey Lyles,Taurean Prince
3680675281,Believeland2015,1,1,56.25,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Harrison Barnes,Trey Lyles,Taurean Prince
3680684124,amsterbri,1,1,55.75,Domantas Sabonis,Anthony Edwards,Rudy Gobert,Harrison Barnes,Nickeil Alexander-Walker,Taurean Prince
3680664883,desmond666,1,1,55.5,Domantas Sabonis,De'Aaron Fox,Mike Conley,Malik Monk,Jaden McDaniels,Luka Garza
3680683215,Tibuuron,1,1,55.0,De'Aaron Fox,Domantas Sabonis,Rudy Gobert,Kyle Anderson,Taurean Prince,Jordan McLaughlin
3680648388,ryclo,1,1,50.75,Domantas Sabonis,Anthony Edwards,Mike Conley,Kevin Huerter,Trey Lyles,Taurean Prince
3680667887,tazamar1106,1,1,50.5,Domantas Sabonis,Rudy Gobert,Kyle Anderson,Malik Monk,Kevin Huerter,Taurean Prince
3680689133,ghelt,1,1,48.75,Kyle Anderson,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Harrison Barnes,Trey Lyles
3680653799,Bub300,1,1,46.75,Harrison Barnes,Domantas Sabonis,De'Aaron Fox,Kyle Anderson,Kevin Huerter,Naz Reid
3680683604,GoErnie,1,1,46.5,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Jaden McDaniels,Naz Reid,Trey Lyles
3680638975,RumenCliffsBedZ,1,1,46.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Kevin Huerter,Naz Reid,Jordan McLaughlin
3680675302,COACHPIPES,1,1,46.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Kevin Huerter,Naz Reid,Jordan McLaughlin
3680672607,taylorf15,1,1,45.25,Harrison Barnes,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Trey Lyles,Jordan McLaughlin
3680614634,howry,1,1,42.88,Anthony Edwards,De'Aaron Fox,Kyle Anderson,Malik Monk,Jaden McDaniels,Taurean Prince
3680561484,JabariSmithFan,1,1,42.75,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Malik Monk,Naz Reid,Taurean Prince
3680674432,BigDaddyWarbucks0617,1,1,41.88,Anthony Edwards,Domantas Sabonis,Kyle Anderson,Jaden McDaniels,Naz Reid,Taurean Prince
3680690688,SilverCaribou12,1,1,39.5,Naz Reid,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Harrison Barnes,Jaden McDaniels
