EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679581392,Kingy316,1,1,119.0,Kyle Anderson,De'Aaron Fox,Nickeil Alexander-Walker,Naz Reid
3679550583,pderosa13,1,1,117.0,Domantas Sabonis,Kevin Huerter,Harrison Barnes,Taurean Prince
3679555409,mikej1232,1,1,107.25,Anthony Edwards,Mike Conley,Trey Lyles,Malik Monk
3679569166,KappaMan09,1,1,73.25,Rudy Gobert,Jaden McDaniels,Keegan Murray,Karl-Anthony Towns
