EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679845303,rgame1304,1,1,264.0,James Harden,Darius Garland,Evan Mobley,Brook Lopez,KJ Martin,Kevin Porter Jr.,Tobias Harris
3679834598,juice182,1,1,249.25,Kevin Huerter,Tyler Herro,Giannis Antetokounmpo,Jimmy Butler,Zach Collins,Mike Conley,James Wiseman
3679841715,charlie_mander,1,1,231.25,Jrue Holiday,Tyrese Maxey,Bam Adebayo,Joel Embiid,Jabari Smith Jr.,Khris Middleton,Bobby Portis
3679835726,Exposed,1,1,226.5,Devonte' Graham,De'Aaron Fox,Kyle Anderson,Tari Eason,Trae Young,Jeremy Sochan,Jarrett Allen
3679852491,Beancheese,1,1,218.5,Anthony Edwards,Donovan Mitchell,Marvin Bagley III,Clint Capela,Alperen Sengun,Malik Monk,Keegan Murray
3679839249,quenation21,1,1,172.75,Dejounte Murray,Jalen Green,Domantas Sabonis,Rudy Gobert,Harrison Barnes,Killian Hayes,Jaden Ivey
