EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3680522126,Rallycap,1,1,282.5,Bam Adebayo,Tari Eason,Devonte' Graham,Jeremy Sochan,Tre Jones,Jimmy Butler,Jalen Green,Alperen Sengun
3680327358,tamsuKi,1,1,273.5,Bam Adebayo,Jabari Smith Jr.,Jalen Green,Jeremy Sochan,Trae Young,Tari Eason,Devonte' Graham,Zach Collins
3680487086,flaghunter21,1,1,273.5,Zach Collins,Jabari Smith Jr.,Trae Young,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Bam Adebayo
3679852810,nicoh22,1,1,272.25,Clint Capela,Jabari Smith Jr.,Trae Young,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Bam Adebayo
3679937963,austin60915,1,1,263.75,Bam Adebayo,Jeremy Sochan,Tre Jones,Jabari Smith Jr.,Jalen Green,Jimmy Butler,Devonte' Graham,Zach Collins
3679616031,stock2mail,1,1,261.25,Bam Adebayo,Jabari Smith Jr.,Dejounte Murray,Tari Eason,Tre Jones,Keita Bates-Diop,Devonte' Graham,Trae Young
3680499012,MrAndrew1337,1,1,253.25,Bam Adebayo,Jimmy Butler,Kevin Porter Jr.,KJ Martin,Jalen Green,Bogdan Bogdanovic,Devonte' Graham,Victor Oladipo
3680512622,kramericaindustries1,1,1,247.5,Zach Collins,Jimmy Butler,Jalen Green,Jeremy Sochan,Tre Jones,KJ Martin,Devonte' Graham,Dejounte Murray
3680522188,yankeestink,1,1,246.5,Zach Collins,Kevin Love,Dejounte Murray,Jeremy Sochan,Trae Young,Keita Bates-Diop,Devonte' Graham,KJ Martin
3679605814,mrva2u,1,1,239.0,Clint Capela,Jeremy Sochan,Dejounte Murray,De'Andre Hunter,Trae Young,Keita Bates-Diop,Devonte' Graham,Jalen Green
