EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679419190,lakertony,1,1,154.25,Fred VanVleet,Delon Wright,Gary Trent Jr.,Kyle Kuzma
3679412196,charlie_mander,1,1,112.75,Kristaps Porzingis,Bradley Beal,Daniel Gafford,OG Anunoby
3679339401,bensouik,1,1,82.0,Pascal Siakam,Scottie Barnes,Jakob Poeltl,Deni Avdija
