EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679769748,skinsfan2881,1,1,286.5,Bam Adebayo,Jeremy Sochan,Bogdan Bogdanovic,Tari Eason,Trae Young,Jimmy Butler,Devonte' Graham,De'Andre Hunter
3679669827,Gillik9486,1,1,282.5,Bam Adebayo,Tari Eason,Tre Jones,Jeremy Sochan,Jalen Green,Jimmy Butler,Devonte' Graham,Alperen Sengun
3679780535,champs21,1,1,282.5,Bam Adebayo,Tari Eason,Devonte' Graham,Jeremy Sochan,Tre Jones,Jimmy Butler,Jalen Green,Alperen Sengun
3679770261,The_General,1,1,277.0,Bam Adebayo,Keita Bates-Diop,Tre Jones,Jeremy Sochan,Jalen Green,Jimmy Butler,Devonte' Graham,Zach Collins
3679267275,macyfan,1,1,273.5,Zach Collins,Jeremy Sochan,Jalen Green,Jabari Smith Jr.,Trae Young,Tari Eason,Devonte' Graham,Bam Adebayo
3679547509,tcarter49,1,1,273.5,Zach Collins,Jeremy Sochan,Jalen Green,Jabari Smith Jr.,Trae Young,Tari Eason,Devonte' Graham,Bam Adebayo
3680184171,jordanwieth,1,1,271.5,Zach Collins,KJ Martin,Devonte' Graham,Jeremy Sochan,Jalen Green,Keita Bates-Diop,Dejounte Murray,Bam Adebayo
3679443024,EEChick1400,1,1,264.75,Bam Adebayo,Keita Bates-Diop,Tyler Herro,Jeremy Sochan,Dejounte Murray,Jimmy Butler,Devonte' Graham,Romeo Langford
3680022940,rajonrondough,1,1,263.75,Bam Adebayo,Jeremy Sochan,Tre Jones,Jabari Smith Jr.,Devonte' Graham,Jimmy Butler,Jalen Green,Zach Collins
3680072458,wesol33,1,1,262.0,Zach Collins,Jabari Smith Jr.,Devonte' Graham,Jeremy Sochan,Jalen Green,Jimmy Butler,Bogdan Bogdanovic,Bam Adebayo
3680060623,ColeMantis,1,1,255.5,Bam Adebayo,KJ Martin,Devonte' Graham,Jeremy Sochan,Trae Young,Keita Bates-Diop,Dejounte Murray,Blake Wesley
3680000162,CheetosAddict,1,1,246.0,Zach Collins,KJ Martin,Devonte' Graham,Jeremy Sochan,Trae Young,Jimmy Butler,Jalen Green,Blake Wesley
3679921571,bcrawford21,1,1,243.75,Bam Adebayo,Bogdan Bogdanovic,Dejounte Murray,Jabari Smith Jr.,Tyler Herro,KJ Martin,Jalen Green,Devonte' Graham
3679943007,kingbeemf,1,1,243.5,Clint Capela,Jeremy Sochan,Devonte' Graham,De'Andre Hunter,Trae Young,KJ Martin,Dejounte Murray,Jalen Green
3679488802,jomarjr3,1,1,240.25,Alperen Sengun,Dominick Barlow,Devonte' Graham,Jeremy Sochan,Kevin Porter Jr.,Jimmy Butler,Jalen Green,Zach Collins
3679868355,Dodgerboy1023,1,1,233.25,Alperen Sengun,Bogdan Bogdanovic,Tyler Herro,Jeremy Sochan,Kevin Porter Jr.,Keita Bates-Diop,Jalen Green,Zach Collins
3679844115,YnotAntone,1,1,231.25,Zach Collins,Josh Christopher,Tyler Herro,Jeremy Sochan,Kevin Porter Jr.,KJ Martin,Jalen Green,Dejounte Murray
3679750092,srw32,1,1,229.5,Clint Capela,Jeremy Sochan,Trae Young,Kevin Love,Jalen Green,Keita Bates-Diop,Devonte' Graham,Dejounte Murray
3679558989,jbastien88,1,1,228.25,Bam Adebayo,Keita Bates-Diop,Tyler Herro,Jeremy Sochan,Dejounte Murray,Bogdan Bogdanovic,Jalen Green,Jabari Smith Jr.
3680122680,hdhillon,1,1,221.0,Zach Collins,Jeremy Sochan,Bogdan Bogdanovic,KJ Martin,Trae Young,Max Strus,Jalen Green,Tyler Herro
3679984045,edsel30,1,1,219.75,Alperen Sengun,Keita Bates-Diop,Tre Jones,Jabari Smith Jr.,Kevin Porter Jr.,KJ Martin,Jalen Green,Tyler Herro
3680031874,Lamps_Up_77,1,1,213.0,Alperen Sengun,Jeremy Sochan,Trae Young,Caleb Martin,Tyler Herro,Julian Champagnie,Dejounte Murray,Tre Jones
3680221965,pinking,1,1,202.75,Bam Adebayo,Jabari Smith Jr.,Jalen Green,John Collins,Tyler Herro,KJ Martin,Dejounte Murray,Max Strus
