EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680672414,noahm1212,1,1,66.75,De'Aaron Fox,Domantas Sabonis,Mike Conley,Jaden McDaniels,Trey Lyles,Nickeil Alexander-Walker
3680673971,Ed1964Lee,1,1,64.75,Mike Conley,Domantas Sabonis,Rudy Gobert,Kevin Huerter,Harrison Barnes,Jaden McDaniels
3680647596,russdude555,1,1,59.5,Domantas Sabonis,Mike Conley,Kyle Anderson,Kevin Huerter,Harrison Barnes,Jaden McDaniels
3680669871,huvanle,1,1,58.0,Domantas Sabonis,Anthony Edwards,Mike Conley,Kyle Anderson,Nickeil Alexander-Walker,Taurean Prince
3680671634,cosmo90403,1,1,58.0,Domantas Sabonis,Anthony Edwards,Mike Conley,Kyle Anderson,Nickeil Alexander-Walker,Jordan McLaughlin
3680675076,ibarraj6879,1,1,57.75,Domantas Sabonis,Rudy Gobert,Kyle Anderson,Kevin Huerter,Harrison Barnes,Trey Lyles
3680667414,Believeland2015,1,1,56.25,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Harrison Barnes,Trey Lyles,Taurean Prince
3680667808,JJ48fan1958,1,1,56.25,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Harrison Barnes,Trey Lyles,Taurean Prince
3680664882,desmond666,1,1,55.5,Domantas Sabonis,De'Aaron Fox,Mike Conley,Malik Monk,Jaden McDaniels,Luka Garza
3680674429,Tibuuron,1,1,55.0,De'Aaron Fox,Domantas Sabonis,Rudy Gobert,Kyle Anderson,Taurean Prince,Jordan McLaughlin
3680690710,JoVoC,1,1,55.0,De'Aaron Fox,Domantas Sabonis,Rudy Gobert,Kyle Anderson,Taurean Prince,Chimezie Metu
3680638617,LeeAllen7446,1,1,53.5,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Davion Mitchell,Nickeil Alexander-Walker
3680684468,tazamar1106,1,1,53.0,Kyle Anderson,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Harrison Barnes,Nickeil Alexander-Walker
3680690023,dstags,1,1,49.38,Anthony Edwards,De'Aaron Fox,Mike Conley,Harrison Barnes,Jaden McDaniels,Taurean Prince
3680666574,destoryer47,1,1,46.75,Kyle Anderson,Anthony Edwards,Rudy Gobert,Malik Monk,Kevin Huerter,Harrison Barnes
3679743580,sheluvquad,1,1,46.63,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Keegan Murray,Nickeil Alexander-Walker,Austin Rivers
3680689706,GoErnie,1,1,46.5,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Jaden McDaniels,Naz Reid,Trey Lyles
3680638970,RumenCliffsBedZ,1,1,46.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Kevin Huerter,Naz Reid,Jordan McLaughlin
3680690508,COACHPIPES,1,1,46.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Kevin Huerter,Naz Reid,Jordan McLaughlin
3680681521,taylorf15,1,1,45.25,Harrison Barnes,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Trey Lyles,Jordan McLaughlin
3680608721,howry,1,1,42.88,Anthony Edwards,De'Aaron Fox,Kyle Anderson,Malik Monk,Jaden McDaniels,Taurean Prince
3680542815,JabariSmithFan,1,1,42.75,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Malik Monk,Naz Reid,Taurean Prince
3680690708,Oneida14,1,1,38.38,Trey Lyles,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Harrison Barnes,Naz Reid
