EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679387232,Dayal10,1,1,309.5,Evan Mobley,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679450527,RoYzH,1,1,309.25,Joel Embiid,Tari Eason,James Harden,Jeremy Sochan,Tre Jones,Hamidou Diallo,Devonte' Graham,Tyrese Maxey
3679550895,Swiss410,1,1,309.25,Joel Embiid,Jeremy Sochan,Tyrese Maxey,Tari Eason,Tre Jones,Hamidou Diallo,Devonte' Graham,James Harden
3679387277,gregr1224,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679413324,chrissair,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3679575980,medicine,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679751690,papagates,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679784661,joniver,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679881245,bkreider,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680098400,nbalive99,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3679619589,sra7991,1,1,303.5,Zach Collins,Jimmy Butler,James Harden,Jeremy Sochan,Jalen Green,Hamidou Diallo,Devonte' Graham,Tari Eason
3679560240,WPU2003,1,1,297.25,Zach Collins,Jeremy Sochan,Anthony Edwards,Marvin Bagley III,James Harden,Harrison Barnes,Devonte' Graham,John Collins
3680242848,bascom1982,1,1,294.0,Giannis Antetokounmpo,Kyle Anderson,De'Anthony Melton,Tari Eason,De'Aaron Fox,Jaden McDaniels,Devonte' Graham,Tyrese Maxey
3680311542,sasmallen,1,1,287.75,Marvin Bagley III,Harrison Barnes,Anthony Edwards,Jeremy Sochan,Tre Jones,Hamidou Diallo,Devonte' Graham,Joel Embiid
3679796363,eck2b,1,1,284.5,Bam Adebayo,Marvin Bagley III,Tyrese Maxey,Jabari Smith Jr.,De'Aaron Fox,Kyle Anderson,Tyler Herro,De'Anthony Melton
3679523347,Bg30golf,1,1,280.5,Zach Collins,Jeremy Sochan,Tyler Herro,Tari Eason,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3679666433,Beckhams3Fingers,1,1,280.5,Zach Collins,Tari Eason,Jalen Green,Jeremy Sochan,Tyler Herro,Hamidou Diallo,Devonte' Graham,Joel Embiid
3680222299,capstees,1,1,280.5,Zach Collins,Tari Eason,Jalen Green,Jeremy Sochan,Devonte' Graham,Hamidou Diallo,Tyler Herro,Joel Embiid
3679451382,echOgaming,1,1,275.25,Jarrett Allen,Jeremy Sochan,Tre Jones,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Giannis Antetokounmpo
3680001668,markvikings,1,1,273.25,Alperen Sengun,Jeremy Sochan,Tre Jones,Marvin Bagley III,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3680191781,jpuzio1,1,1,262.75,Zach Collins,Harrison Barnes,Darius Garland,Jeremy Sochan,De'Aaron Fox,Jaden McDaniels,Devonte' Graham,Jalen Green
3679605837,mgarnold92,1,1,255.5,James Wiseman,Trey Lyles,De'Aaron Fox,Evan Mobley,Devonte' Graham,Jimmy Butler,Jalen Green,Kevin Love
3679994596,thegna,1,1,187.75,Jarrett Allen,Khris Middleton,Caris LeVert,John Collins,Victor Oladipo,Anthony Edwards,Bogdan Bogdanovic,Domantas Sabonis
