EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679924045,BryDaines,1,1,125.0,Fred VanVleet,Gary Trent Jr.,Jakob Poeltl,Jay Huff
3679912755,Pwrs280,1,1,121.25,Kristaps Porzingis,Delon Wright,Corey Kispert,OG Anunoby
3679503636,edrew555,1,1,77.75,Pascal Siakam,Scottie Barnes,Daniel Gafford,Chris Boucher
3679914004,randy.woolard,1,1,76.0,Bradley Beal,Kyle Kuzma,Precious Achiuwa,Deni Avdija
