EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3679604027,hayneser88,1,1,281.25,Bradley Beal,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Delon Wright,Chris Boucher
3679482853,Themotive2gz,1,1,276.75,Fred VanVleet,Kyle Kuzma,Bradley Beal,Scottie Barnes,Gary Trent Jr.,Delon Wright
3679975511,TrueNorth79,1,1,268.0,Delon Wright,Kristaps Porzingis,Fred VanVleet,Bradley Beal,Jakob Poeltl,OG Anunoby
3679298969,macyfan,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3680273551,Rallycap,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679564533,fadeintobolivian,1,1,255.5,Bradley Beal,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Jakob Poeltl,Corey Kispert
3680231922,tamsuKi,1,1,253.38,Jakob Poeltl,Kristaps Porzingis,Fred VanVleet,Bradley Beal,OG Anunoby,Delon Wright
3680280036,KingStatus561,1,1,244.0,Bradley Beal,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Daniel Gafford,Jordan Goodwin
3680281443,Briangal1,1,1,243.63,Jakob Poeltl,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Bradley Beal,Corey Kispert
3679492160,kaysizzle,1,1,240.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Kyle Kuzma,Bradley Beal,Kendrick Nunn
3679951800,austin60915,1,1,231.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Kyle Kuzma,OG Anunoby,Corey Kispert
3679670304,MicShaGri,1,1,219.75,Pascal Siakam,Fred VanVleet,Kyle Kuzma,Jakob Poeltl,Gary Trent Jr.,Chris Boucher
3679774765,wanders64,1,1,217.38,Jakob Poeltl,Kristaps Porzingis,Kyle Kuzma,Bradley Beal,OG Anunoby,Delon Wright
3679722476,nickfromcwe,1,1,216.75,Bradley Beal,Pascal Siakam,Kristaps Porzingis,OG Anunoby,Gary Trent Jr.,Deni Avdija
3680271191,kidkyle09,1,1,215.25,Pascal Siakam,Kristaps Porzingis,Kyle Kuzma,Bradley Beal,Jakob Poeltl,Corey Kispert
3680273611,mjp3390,1,1,206.63,Jakob Poeltl,Fred VanVleet,Kyle Kuzma,Scottie Barnes,Daniel Gafford,Delon Wright
3680019601,falstaff64,1,1,204.88,Jakob Poeltl,Kristaps Porzingis,Fred VanVleet,Bradley Beal,OG Anunoby,Deni Avdija
3680241791,Kgrove25,1,1,203.5,Bradley Beal,Fred VanVleet,Kyle Kuzma,Scottie Barnes,Jakob Poeltl,Precious Achiuwa
3680229888,branrich03,1,1,193.38,Jakob Poeltl,Fred VanVleet,Bradley Beal,Scottie Barnes,OG Anunoby,Daniel Gafford
3680252196,A1HoosierSales,1,1,157.38,Jakob Poeltl,Kyle Kuzma,Bradley Beal,Scottie Barnes,OG Anunoby,Daniel Gafford
