EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3680020614,Boltup420,1,1,310.25,Joel Embiid,Evan Mobley,De'Anthony Melton,KJ Martin,Devonte' Graham,Tari Eason,Hamidou Diallo,Bam Adebayo
3679404382,Dayal10,1,1,309.5,Evan Mobley,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3680435364,Cjpep3,1,1,309.5,Marvin Bagley III,Jeremy Sochan,Tyrese Maxey,Evan Mobley,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3680445175,Fireball21,1,1,309.5,Evan Mobley,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679583673,Frozen_Throne,1,1,308.75,Zach Collins,Marvin Bagley III,Devonte' Graham,Jeremy Sochan,Jalen Green,Kyle Anderson,Tyrese Maxey,Joel Embiid
3679368964,brknets23,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679413320,chrissair,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3679461792,DNation86,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679584020,medicine,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679751682,papagates,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679784733,joniver,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679870694,bkreider,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680343429,drurocker,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679669336,Russian_Doll,1,1,302.0,Zach Collins,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Giannis Antetokounmpo
3680230971,stewdaddy69,1,1,299.25,Jarrett Allen,Jeremy Sochan,Jalen Green,Evan Mobley,Devonte' Graham,Tari Eason,Tyrese Maxey,James Harden
3679791986,mkirsch,1,1,297.25,Zach Collins,Tari Eason,Tyrese Maxey,Jeremy Sochan,Devonte' Graham,Jimmy Butler,Caris LeVert,Joel Embiid
3680490226,ThaDongslayer,1,1,294.0,Bam Adebayo,Jimmy Butler,Jalen Green,Jeremy Sochan,Devonte' Graham,Tari Eason,Tyrese Maxey,Rudy Gobert
3679842775,youdacao,1,1,283.75,Alperen Sengun,Kyle Anderson,Jalen Green,Jeremy Sochan,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679592553,outlawseal,1,1,280.5,Zach Collins,Jeremy Sochan,Tyler Herro,Tari Eason,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3680188296,doran8231,1,1,280.5,Zach Collins,Tari Eason,Jalen Green,Jeremy Sochan,Tyler Herro,Hamidou Diallo,Devonte' Graham,Joel Embiid
3680316896,hustlematic,1,1,280.5,Zach Collins,Jeremy Sochan,Tyler Herro,Tari Eason,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3680412790,sankeerthj,1,1,280.5,Zach Collins,Jeremy Sochan,Tyler Herro,Tari Eason,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3680462780,superstarsaga,1,1,280.5,Zach Collins,Jeremy Sochan,Tyler Herro,Tari Eason,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3680279165,greengoon,1,1,273.0,Alperen Sengun,Evan Mobley,Jalen Green,Jabari Smith Jr.,Trae Young,Kyle Anderson,Devonte' Graham,Trey Lyles
3680461693,PhillySean,1,1,264.5,James Wiseman,Harrison Barnes,Tyrese Maxey,Marvin Bagley III,Killian Hayes,Jimmy Butler,Caris LeVert,Joel Embiid
3680401879,hyue,1,1,260.5,Joel Embiid,Anthony Edwards,Tyrese Maxey,Tari Eason,Jalen Green,Hamidou Diallo,Devonte' Graham,Keegan Murray
3680472234,plumbstar,1,1,237.25,Charles Bassey,Keegan Murray,Caris LeVert,Tobias Harris,James Harden,KJ Martin,Jaden Ivey,Joel Embiid
3680473812,broskiFK,1,1,226.0,Evan Mobley,Isaac Okoro,Killian Hayes,KJ Martin,Donovan Mitchell,Tobias Harris,Rodney McGruder,James Harden
3680474397,Treeman1967,1,1,218.0,Trey Lyles,Harrison Barnes,Anthony Edwards,Jeremy Sochan,De'Aaron Fox,Keegan Murray,Donovan Mitchell,De'Anthony Melton
3680457952,dcomerford,1,1,194.5,Jarrett Allen,Giannis Antetokounmpo,Davion Mitchell,Jeremy Sochan,Blake Wesley,Terence Davis,Joe Ingles,Joel Embiid
