EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679867944,edrew555,1,1,154.5,Fred VanVleet,Kristaps Porzingis,Gary Trent Jr.,OG Anunoby
3679895156,redhawk72,1,1,105.75,Bradley Beal,Pascal Siakam,Scottie Barnes,Deni Avdija
3679866278,sxecruz,1,1,95.25,Delon Wright,Kyle Kuzma,Jakob Poeltl,Daniel Gafford
