EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679507994,azcards10sm,1,1,287.25,Jrue Holiday,Tyrese Maxey,Giannis Antetokounmpo,Bam Adebayo,Kyle Anderson,Clint Capela,Harrison Barnes
3679523494,rmartinezjr21,1,1,265.25,James Harden,Darius Garland,Marvin Bagley III,Brook Lopez,Alperen Sengun,Kevin Porter Jr.,Bobby Portis
3679523123,Str8Viking,1,1,225.25,Kevin Huerter,Mike Conley,Joel Embiid,Jimmy Butler,Jeremy Sochan,Dejounte Murray,Jaden Ivey
3679524914,Sparty-2020,1,1,222.25,Devonte' Graham,Tre Jones,Domantas Sabonis,Evan Mobley,Zach Collins,Jarrett Allen,Killian Hayes
3679253414,bkkk23,1,1,179.0,De'Aaron Fox,Trae Young,Rudy Gobert,Jabari Smith Jr.,Tyler Herro,Bogdan Bogdanovic,Keegan Murray
3679525458,steffannixon,1,1,164.0,Anthony Edwards,Donovan Mitchell,KJ Martin,Khris Middleton,Jalen Green,Malik Monk,Tobias Harris
