EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679387221,Dayal10,1,1,309.5,Evan Mobley,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679396657,Elklvr,1,1,309.5,Joel Embiid,Evan Mobley,Tyrese Maxey,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Jeremy Sochan
3679475434,timmyteebow,1,1,309.5,Joel Embiid,Evan Mobley,Tyrese Maxey,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Jeremy Sochan
3679542307,Swiss410,1,1,309.25,Joel Embiid,Jeremy Sochan,Tyrese Maxey,Tari Eason,Tre Jones,Hamidou Diallo,Devonte' Graham,James Harden
3680004030,SeaBassFish,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3680166859,caseymacleod22,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679619837,sra7991,1,1,303.5,Zach Collins,Jimmy Butler,James Harden,Jeremy Sochan,Jalen Green,Hamidou Diallo,Devonte' Graham,Tari Eason
3679542746,WPU2003,1,1,297.25,Zach Collins,Jeremy Sochan,Anthony Edwards,Marvin Bagley III,James Harden,Harrison Barnes,Devonte' Graham,John Collins
3679989109,CheetosAddict,1,1,292.75,Joel Embiid,Jeremy Sochan,Jalen Green,Marvin Bagley III,Blake Wesley,Hamidou Diallo,Devonte' Graham,James Harden
3679295658,glavilla,1,1,288.75,Joel Embiid,Keegan Murray,Tyrese Maxey,Jeremy Sochan,Tre Jones,Tari Eason,Devonte' Graham,James Harden
3679965173,VChair23,1,1,281.5,Joel Embiid,Jeremy Sochan,Anthony Edwards,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Taurean Prince
3679369857,MNLJackson,1,1,280.5,Zach Collins,Jeremy Sochan,Tyler Herro,Tari Eason,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3680182497,skol52,1,1,280.5,Zach Collins,Tari Eason,Jalen Green,Jeremy Sochan,Tyler Herro,Hamidou Diallo,Devonte' Graham,Joel Embiid
3680003389,Bones1212,1,1,271.75,Jarrett Allen,Tari Eason,De'Aaron Fox,Jeremy Sochan,Devonte' Graham,Hamidou Diallo,Caris LeVert,Joel Embiid
3679836737,mccc222,1,1,263.5,Joel Embiid,Anthony Edwards,Caris LeVert,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Tre Jones
3680174180,Ntrdeal85,1,1,258.5,Zach Collins,Jeremy Sochan,James Harden,Tari Eason,Jaden Ivey,Khris Middleton,Jalen Green,KJ Martin
3679764641,The_General,1,1,248.0,Domantas Sabonis,Keita Bates-Diop,Blake Wesley,Giannis Antetokounmpo,Killian Hayes,Hamidou Diallo,Devonte' Graham,James Wiseman
3680047131,wesol33,1,1,244.0,James Wiseman,Tobias Harris,Anthony Edwards,Jeremy Sochan,Jalen Green,Tari Eason,Devonte' Graham,Domantas Sabonis
3679588656,buttonck,1,1,239.25,Zach Collins,Tari Eason,De'Aaron Fox,Jeremy Sochan,Jaden Ivey,Keegan Murray,Anthony Edwards,Keita Bates-Diop
3680088940,RicardoSuave,1,1,236.5,James Wiseman,Giannis Antetokounmpo,Romeo Langford,Jeremy Sochan,Jalen Green,Hamidou Diallo,Devonte' Graham,De'Aaron Fox
3680163367,rob62354,1,1,231.25,Zach Collins,Jabari Smith Jr.,Tyler Herro,John Collins,Jalen Green,Kyle Anderson,Tyrese Maxey,De'Aaron Fox
3679815118,BIllW1966,1,1,217.5,Alperen Sengun,Jeremy Sochan,Tre Jones,Jabari Smith Jr.,Kevin Porter Jr.,KJ Martin,Jalen Green,Tyler Herro
3679687694,kylescharf,1,1,180.5,Rudy Gobert,John Collins,Mike Conley,Jabari Smith Jr.,Jalen Green,Tobias Harris,De'Anthony Melton,Joel Embiid
