EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679419759,truefan22,1,1,300.75,James Harden,Jrue Holiday,Bam Adebayo,Domantas Sabonis,Darius Garland,Kevin Porter Jr.,Jarrett Allen
3679396487,Spenjiy,1,1,264.0,Anthony Edwards,De'Aaron Fox,Giannis Antetokounmpo,Evan Mobley,Zach Collins,Alperen Sengun,Tyler Herro
3679410392,Bradybromance,1,1,235.5,Donovan Mitchell,Trae Young,Joel Embiid,Jimmy Butler,Rudy Gobert,Jeremy Sochan,Dejounte Murray
