EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679406846,SFWillClark22,1,1,291.75,Jrue Holiday,De'Aaron Fox,Giannis Antetokounmpo,Bam Adebayo,Evan Mobley,Tyler Herro,Dejounte Murray
3679412840,drewlee74,1,1,268.5,James Harden,Anthony Edwards,Domantas Sabonis,Alperen Sengun,Darius Garland,Jeremy Sochan,Hamidou Diallo
3679410375,Bradybromance,1,1,232.25,Donovan Mitchell,Trae Young,Joel Embiid,Jimmy Butler,Rudy Gobert,Jarrett Allen,Jalen Green
