EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679572384,Kingy316,1,1,125.5,Kristaps Porzingis,Delon Wright,Scottie Barnes,Chris Boucher
3679539024,genius2982,1,1,76.0,Bradley Beal,Kyle Kuzma,Precious Achiuwa,Deni Avdija
3679535458,pderosa13,1,1,69.25,Pascal Siakam,Daniel Gafford,OG Anunoby,Will Barton
