EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679366626,Jmac1nine,1,1,132.5,Domantas Sabonis,Kyle Anderson,Mike Conley,Keegan Murray
3679400192,Nbunk,1,1,109.0,Kevin Huerter,De'Aaron Fox,Jaden McDaniels,Naz Reid
3679407514,lakertony,1,1,105.5,Anthony Edwards,Rudy Gobert,Harrison Barnes,Malik Monk
