EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3680044017,irishlittleman3,1,1,256.5,Jrue Holiday,Tyrese Maxey,Giannis Antetokounmpo,Kyle Anderson,Clint Capela,Harrison Barnes,Dejounte Murray
3679982184,Dec-cla7365,1,1,243.5,Kevin Huerter,De'Aaron Fox,Marvin Bagley III,Jimmy Butler,Zach Collins,Tyler Herro,Mike Conley
3679915746,quenation21,1,1,239.25,James Harden,Darius Garland,Tari Eason,Rudy Gobert,Devonte' Graham,Killian Hayes,Khris Middleton
3679997840,nickps,1,1,223.25,Malik Monk,Jaden Ivey,Bam Adebayo,Joel Embiid,Evan Mobley,Jeremy Sochan,Jabari Smith Jr.
3680068783,Cuttn,1,1,214.75,Anthony Edwards,Kevin Porter Jr.,Domantas Sabonis,Brook Lopez,Alperen Sengun,Bobby Portis,Keegan Murray
3680069426,odawggong,1,1,170.0,Donovan Mitchell,Trae Young,KJ Martin,Jarrett Allen,James Wiseman,Jalen Green,Tobias Harris
