EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679543328,KLoganM23,1,1,278.5,James Harden,Darius Garland,Domantas Sabonis,Jimmy Butler,Clint Capela,Rudy Gobert,Tyler Herro
3679552819,Danielanisfeld,1,1,273.0,De'Aaron Fox,Trae Young,Bam Adebayo,Joel Embiid,Evan Mobley,Alperen Sengun,Jaden Ivey
3679511240,riiiiiiiicky,1,1,255.25,Jrue Holiday,Anthony Edwards,Giannis Antetokounmpo,Zach Collins,Donovan Mitchell,Jarrett Allen,Dejounte Murray
