EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680049432,rajonrondough,1,1,234.88,Bam Adebayo,Trae Young,Jimmy Butler,Tyler Herro,Onyeka Okongwu,Jalen Johnson
3680360804,akim11,1,1,234.88,Bam Adebayo,Trae Young,Jimmy Butler,Tyler Herro,Onyeka Okongwu,Jalen Johnson
3680491043,chayis1,1,1,234.88,Bam Adebayo,Trae Young,Jimmy Butler,Tyler Herro,Onyeka Okongwu,Jalen Johnson
3680500473,ed8802,1,1,234.88,Bam Adebayo,Trae Young,Jimmy Butler,Tyler Herro,Onyeka Okongwu,Jalen Johnson
3679471679,pizzaboysrevenge,1,1,223.25,Tyler Herro,Trae Young,Jimmy Butler,Bam Adebayo,Onyeka Okongwu,Jalen Johnson
3679440418,Rains,1,1,216.0,Onyeka Okongwu,Trae Young,Jimmy Butler,Bam Adebayo,Tyler Herro,Victor Oladipo
3680452594,dauber1football,1,1,216.0,Onyeka Okongwu,Trae Young,Jimmy Butler,Bam Adebayo,Tyler Herro,Victor Oladipo
3680496076,mrnorrad,1,1,216.0,Onyeka Okongwu,Trae Young,Jimmy Butler,Bam Adebayo,Tyler Herro,Victor Oladipo
3680498450,xdeex,1,1,216.0,Onyeka Okongwu,Trae Young,Jimmy Butler,Bam Adebayo,Tyler Herro,Victor Oladipo
3680487085,BlessedForever77,1,1,214.88,Clint Capela,Bam Adebayo,Dejounte Murray,Tyler Herro,Bogdan Bogdanovic,Caleb Martin
3679509757,garchos,1,1,214.75,Trae Young,Bam Adebayo,Tyler Herro,Clint Capela,Gabe Vincent,Cody Zeller
3680497991,JohnnyTheChamp,1,1,212.5,Trae Young,Jimmy Butler,Bam Adebayo,Bogdan Bogdanovic,Caleb Martin,Cody Zeller
3679375870,aramisj22,1,1,207.88,Bam Adebayo,Trae Young,Dejounte Murray,Tyler Herro,Victor Oladipo,Cody Zeller
3680467534,fap1977,1,1,195.25,Trae Young,Jimmy Butler,Tyler Herro,Bogdan Bogdanovic,Caleb Martin,Onyeka Okongwu
3680492442,tallquist5,1,1,191.63,Jimmy Butler,Trae Young,Max Strus,Bogdan Bogdanovic,De'Andre Hunter,Saddiq Bey
3679702528,jeremiahscrown,1,1,190.5,Trae Young,Bam Adebayo,Dejounte Murray,Clint Capela,Bogdan Bogdanovic,AJ Griffin
3680436060,chellszxo,1,1,184.75,Trae Young,Bam Adebayo,Dejounte Murray,John Collins,Saddiq Bey,Victor Oladipo
3679707920,packer_dan,1,1,178.13,John Collins,Trae Young,Bam Adebayo,Dejounte Murray,Tyler Herro,Onyeka Okongwu
3679488167,moneymaine351,1,1,152.38,Dejounte Murray,Trae Young,Tyler Herro,Max Strus,Bogdan Bogdanovic,Gabe Vincent
