EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3680397069,squirrelpatroldk,1,1,332.5,Zach Collins,Jeremy Sochan,James Harden,Marvin Bagley III,Devonte' Graham,Tari Eason,Tyrese Maxey,De'Aaron Fox
3679539734,ShaidyAdvice,1,1,317.0,Zach Collins,Giannis Antetokounmpo,Kevin Huerter,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Rudy Gobert
3679404401,Dayal10,1,1,309.5,Evan Mobley,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3680435358,Cjpep3,1,1,309.5,Marvin Bagley III,Jeremy Sochan,Tyrese Maxey,Evan Mobley,Jalen Green,Tari Eason,Devonte' Graham,Joel Embiid
3679368962,brknets23,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679751685,papagates,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679784715,joniver,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679870690,bkreider,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680008694,ImnotNavT,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680193185,hawkes-350,1,1,304.75,Charles Bassey,Tari Eason,James Harden,Jeremy Sochan,Devonte' Graham,Hamidou Diallo,Jalen Green,Joel Embiid
3679880545,hackartist,1,1,299.25,Jarrett Allen,Jeremy Sochan,Tyrese Maxey,Evan Mobley,Devonte' Graham,Tari Eason,Jalen Green,James Harden
3679782670,ocdobv,1,1,288.25,Marvin Bagley III,Harrison Barnes,Anthony Edwards,Jabari Smith Jr.,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680301795,sasmallen,1,1,287.75,Marvin Bagley III,Harrison Barnes,Anthony Edwards,Jeremy Sochan,Tre Jones,Hamidou Diallo,Devonte' Graham,Joel Embiid
3680386273,onemoretimemx,1,1,287.75,Joel Embiid,Rodney McGruder,James Harden,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Tyrese Maxey
3679842771,youdacao,1,1,283.75,Alperen Sengun,Kyle Anderson,Jalen Green,Jeremy Sochan,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680278384,Ahansell14,1,1,283.75,Domantas Sabonis,Jeremy Sochan,Tre Jones,Tari Eason,De'Aaron Fox,Keita Bates-Diop,Devonte' Graham,Zach Collins
3679338932,mikebass77,1,1,280.75,Domantas Sabonis,Tari Eason,Darius Garland,Jeremy Sochan,Tyrese Maxey,Hamidou Diallo,Devonte' Graham,Jarrett Allen
3679695705,coachmimz20,1,1,280.75,Domantas Sabonis,Jeremy Sochan,Darius Garland,Tari Eason,Tyrese Maxey,Hamidou Diallo,Devonte' Graham,Jarrett Allen
3680423435,e4e5nf3nc6,1,1,275.5,Jarrett Allen,Giannis Antetokounmpo,Tyler Herro,Jeremy Sochan,Devonte' Graham,Tari Eason,Caris LeVert,Tyrese Maxey
3680451048,TJZwarych,1,1,271.5,Zach Collins,Anthony Edwards,Jalen Green,Jeremy Sochan,Devonte' Graham,Tari Eason,Hamidou Diallo,De'Aaron Fox
3680080073,Latman7,1,1,270.5,Jarrett Allen,Tari Eason,Tre Jones,Jeremy Sochan,Devonte' Graham,Hamidou Diallo,Anthony Edwards,Domantas Sabonis
3679660529,turningpoint16,1,1,267.5,Joel Embiid,Giannis Antetokounmpo,Kevin Huerter,Jeremy Sochan,Blake Wesley,Hamidou Diallo,Nickeil Alexander-Walker,James Wiseman
3679707972,scotte08,1,1,262.25,Rudy Gobert,Jeremy Sochan,Devonte' Graham,Evan Mobley,Darius Garland,KJ Martin,Gabe Vincent,Jalen Green
3680094884,TwhyNot,1,1,249.5,Giannis Antetokounmpo,Khris Middleton,Cory Joseph,Jalen McDaniels,Mike Conley,Jaden McDaniels,Kevin Huerter,Jimmy Butler
3680331299,tsfboy,1,1,241.75,Kevin Love,Tari Eason,Jalen Green,Jeremy Sochan,Tyler Herro,Anthony Edwards,Dejounte Murray,Devonte' Graham
3680426991,sturna83,1,1,240.0,Cody Zeller,Jimmy Butler,Raul Neto,Taurean Prince,James Harden,Josh Christopher,Jalen Green,Giannis Antetokounmpo
3680355836,emarti927,1,1,225.0,James Wiseman,Keegan Murray,Anthony Edwards,Bobby Portis,Devonte' Graham,Hamidou Diallo,Caris LeVert,Joel Embiid
3680279967,TomCota,1,1,191.25,Onyeka Okongwu,Rodney McGruder,Donovan Mitchell,Giannis Antetokounmpo,Tyrese Maxey,Khris Middleton,Pat Connaughton,James Wiseman
