EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679563429,charles52,1,1,116.25,Anthony Edwards,Kevin Huerter,Mike Conley,Keegan Murray
3679545571,wuxboy,1,1,115.75,Domantas Sabonis,Kyle Anderson,Naz Reid,Malik Monk
3679554439,PVLyons,1,1,105.5,De'Aaron Fox,Rudy Gobert,Jaden McDaniels,Harrison Barnes
