EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680596961,sgraber1,1,1,235.0,Domantas Sabonis,Rudy Gobert,Mike Conley,Kyle Anderson,Jaden McDaniels,Taurean Prince
3679973060,austin60915,1,1,231.25,Anthony Edwards,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Jaden McDaniels,Taurean Prince
3680040592,falstaff64,1,1,231.0,Kevin Huerter,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Trey Lyles,Taurean Prince
3680610023,jamesmcalindon,1,1,223.5,Trey Lyles,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Kyle Anderson,Keegan Murray
3679287354,macyfan,1,1,219.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Keegan Murray,Trey Lyles
3680559712,mvandygriff,1,1,219.25,De'Aaron Fox,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Keegan Murray,Trey Lyles
3680537137,vinylguy,1,1,218.0,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Mike Conley,Nickeil Alexander-Walker,Luka Garza
3679687304,MicShaGri,1,1,215.25,De'Aaron Fox,Anthony Edwards,Rudy Gobert,Kevin Huerter,Trey Lyles,Taurean Prince
3680603832,branrich03,1,1,214.5,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Jaden McDaniels,Keegan Murray,Taurean Prince
3679751894,nickfromcwe,1,1,211.5,De'Aaron Fox,Domantas Sabonis,Mike Conley,Harrison Barnes,Jaden McDaniels,Taurean Prince
3680586475,camdarsol,1,1,211.25,De'Aaron Fox,Domantas Sabonis,Rudy Gobert,Harrison Barnes,Trey Lyles,Taurean Prince
3680531268,wanders64,1,1,208.5,Jaden McDaniels,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Mike Conley,Taurean Prince
3680610925,KobiBlue32,1,1,206.75,Naz Reid,Domantas Sabonis,De'Aaron Fox,Kyle Anderson,Malik Monk,Harrison Barnes
3680605148,kidkyle09,1,1,206.0,Anthony Edwards,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680506588,mrbig91,1,1,195.25,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Harrison Barnes,Keegan Murray,Davion Mitchell
3680543653,richsever,1,1,194.25,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Keegan Murray,Trey Lyles,Luka Garza
3680591993,mustang012004,1,1,192.0,Rudy Gobert,Domantas Sabonis,Mike Conley,Malik Monk,Jaden McDaniels,Terence Davis
3680488947,TwineTickler,1,1,181.88,Keegan Murray,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Jaden McDaniels,Chimezie Metu
3680586674,flaghunter21,1,1,180.75,Taurean Prince,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Keegan Murray
3679476846,kaysizzle,1,1,178.5,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680596370,swoosh872000,1,1,178.5,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680506821,4TnA,1,1,176.0,De'Aaron Fox,Anthony Edwards,Rudy Gobert,Keegan Murray,Davion Mitchell,Trey Lyles
3680605803,dnjoseph1,1,1,175.0,Naz Reid,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Keegan Murray,Taurean Prince
