EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3679463563,pizzaboysrevenge,1,1,262.75,Fred VanVleet,Pascal Siakam,Kristaps Porzingis,Bradley Beal,Jakob Poeltl,Corey Kispert
3679189033,sportsfanatic89,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679397890,chrissair,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679411970,gregr1224,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679415421,Rains,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679419019,Dayal10,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679484542,dannydonahue7777,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679640105,evananna1,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679667933,gforcerj,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679802542,Vvrath,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679913704,Calculated1111,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679991413,superm123,1,1,258.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Bradley Beal,Jakob Poeltl,Corey Kispert
3679888780,PawpawP11,1,1,248.13,Scottie Barnes,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Bradley Beal,Corey Kispert
3679772037,cwbcwb420,1,1,248.0,Delon Wright,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Kyle Kuzma,Deni Avdija
3679355242,thirdandten,1,1,240.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Kyle Kuzma,Bradley Beal,Kendrick Nunn
3679750884,bigbabyperm,1,1,240.38,Kristaps Porzingis,Pascal Siakam,Fred VanVleet,Kyle Kuzma,Bradley Beal,Kendrick Nunn
3679852024,kiddie36,1,1,222.38,Kristaps Porzingis,Pascal Siakam,Kyle Kuzma,Bradley Beal,Jakob Poeltl,Corey Kispert
3679472843,lmueller78,1,1,222.13,Jakob Poeltl,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Kyle Kuzma,Corey Kispert
3679605418,57ski,1,1,217.75,Kyle Kuzma,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,OG Anunoby,Corey Kispert
3679717157,jlandry1977,1,1,201.88,Jakob Poeltl,Pascal Siakam,Kristaps Porzingis,Fred VanVleet,Kyle Kuzma,Kendrick Nunn
3679900431,brettdogs,1,1,184.75,Kyle Kuzma,Pascal Siakam,Scottie Barnes,Jakob Poeltl,Daniel Gafford,Delon Wright
3679767471,alexdoucette,1,1,183.13,Jakob Poeltl,Pascal Siakam,Kristaps Porzingis,Bradley Beal,Daniel Gafford,Deni Avdija
3679831657,lil.mike.lacey,1,1,143.75,Kyle Kuzma,Pascal Siakam,Kristaps Porzingis,Jakob Poeltl,Jay Huff,Johnny Davis
