EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679571668,colosseo,1,1,273.0,James Harden,Donovan Mitchell,Evan Mobley,Jimmy Butler,Zach Collins,Rudy Gobert,Kevin Porter Jr.
3679571234,ty_he11er,1,1,268.75,Jrue Holiday,De'Aaron Fox,Giannis Antetokounmpo,Bam Adebayo,Trae Young,Jarrett Allen,Khris Middleton
