EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680605015,JJ48fan1958,1,1,213.75,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Jaden McDaniels,Naz Reid,Trey Lyles
3680595102,Brythornto,1,1,213.0,Anthony Edwards,Mike Conley,Malik Monk,Kevin Huerter,Harrison Barnes,Jaden McDaniels
3680619085,jwc--1978,1,1,213.0,Naz Reid,Domantas Sabonis,Anthony Edwards,Rudy Gobert,Kyle Anderson,Taurean Prince
3680100305,KjHutson,1,1,212.0,De'Aaron Fox,Anthony Edwards,Kyle Anderson,Malik Monk,Kevin Huerter,Jordan McLaughlin
3680604193,Rynomite23,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680361089,asinclair21,1,1,209.0,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Mike Conley,Trey Lyles,Taurean Prince
3679851355,mi1kt3a,1,1,193.75,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Naz Reid,Taurean Prince,Jordan McLaughlin
3679704424,jeremiahscrown,1,1,193.5,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Chimezie Metu,Luka Garza
3680466621,louie500,1,1,190.75,Naz Reid,Domantas Sabonis,Anthony Edwards,Rudy Gobert,Jaden McDaniels,Davion Mitchell
3680612305,werthgj,1,1,190.5,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Jaden McDaniels,Keegan Murray,Taurean Prince
3680551074,DuckGoose12,1,1,169.38,Keegan Murray,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Naz Reid,Taurean Prince
3680611890,PierreDelecto,1,1,169.38,Keegan Murray,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Naz Reid,Taurean Prince
3679402003,Kilkenny71,1,1,168.0,De'Aaron Fox,Anthony Edwards,Mike Conley,Malik Monk,Keegan Murray,Taurean Prince
