EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679764807,rsanetra7,1,1,270.25,Jrue Holiday,Kevin Huerter,Joel Embiid,Evan Mobley,Clint Capela,KJ Martin,Tyrese Maxey
3679700577,quenation21,1,1,235.75,James Harden,Trae Young,Marvin Bagley III,Kyle Anderson,Jalen Green,Killian Hayes,Khris Middleton
3679746918,Kmk72289,1,1,225.25,Tyler Herro,Mike Conley,Bam Adebayo,Domantas Sabonis,Kevin Porter Jr.,Tre Jones,James Wiseman
3679734990,charlie_mander,1,1,214.75,Dejounte Murray,Bogdan Bogdanovic,Giannis Antetokounmpo,Jimmy Butler,Brook Lopez,Jeremy Sochan,Bobby Portis
3679269034,bkkk23,1,1,196.75,Darius Garland,Devonte' Graham,Zach Collins,Jarrett Allen,Donovan Mitchell,Jabari Smith Jr.,Keegan Murray
3679747077,cvillecrippler,1,1,196.5,Anthony Edwards,De'Aaron Fox,Alperen Sengun,Rudy Gobert,Harrison Barnes,Jaden Ivey,Tobias Harris
