EntryId,Username,EntryNumber,EntryTotal,Points,G,G,F/C,F/C,UTIL,UTIL,BENCH
3679544912,wulfass,1,1,268.75,James Harden,Anthony Edwards,Kyle Anderson,Brook Lopez,Alperen Sengun,Keita Bates-Diop,Kevin Porter Jr.
3679569432,pmlambert,1,1,242.5,Dejounte Murray,Malik Monk,Giannis Antetokounmpo,Bam Adebayo,Marvin Bagley III,Clint Capela,Jaden Ivey
3679543562,ty_he11er,1,1,241.5,Jrue Holiday,Mike Conley,Joel Embiid,Evan Mobley,Tyrese Maxey,Kevin Love,Tobias Harris
3679540251,Sparty-2020,1,1,196.5,Darius Garland,De'Aaron Fox,Zach Collins,KJ Martin,Harrison Barnes,Killian Hayes,Khris Middleton
3679260892,bkkk23,1,1,174.0,Jalen Green,Bogdan Bogdanovic,Domantas Sabonis,Jimmy Butler,Jarrett Allen,Jabari Smith Jr.,Keegan Murray
