EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679299684,macyfan,1,1,255.0,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679275586,nickenyon6,1,1,251.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Zach Collins,Jeremy Sochan
3679592422,bortlesandjames,1,1,249.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jalen Green,Mike Conley
3679543330,RossNation8,1,1,248.0,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Evan Mobley,Jalen Green,Kyle Anderson
3679741459,IRONMEN2125,1,1,247.5,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Mike Conley
3679310825,glavilla,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679501468,sojak2k2,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679651989,notgoing2argue,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679760452,813viking,1,1,237.75,Joel Embiid,Trae Young,De'Aaron Fox,Evan Mobley,Jarrett Allen,Mike Conley
3679554452,griffalicious24,1,1,237.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679483330,MaddenChamp1,1,1,234.75,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679498824,rkupp,1,1,234.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Mike Conley
3679516552,Dgouldii,1,1,234.75,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679569878,jfspud,1,1,234.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Mike Conley
3679480438,TRU337,1,1,230.0,Joel Embiid,Donovan Mitchell,Darius Garland,Tyler Herro,Jarrett Allen,Clint Capela
3679526043,d_swartzy,1,1,229.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Mike Conley
3679596732,kurosner,1,1,222.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Clint Capela
3679348929,toadandegg,1,1,220.75,Giannis Antetokounmpo,Domantas Sabonis,Darius Garland,Dejounte Murray,Jalen Green,Jeremy Sochan
3679421240,mallee72,1,1,217.0,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Clint Capela
3679674728,BLDavisIII,1,1,208.5,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Jaden Ivey
3679543189,rob.kaschalk,1,1,202.75,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Jaden Ivey
3679497625,sciarratta4,1,1,201.5,Joel Embiid,Anthony Edwards,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Jabari Smith Jr.
3679584840,slamminsam,1,1,189.75,Joel Embiid,Trae Young,De'Aaron Fox,Dejounte Murray,Jalen Green,Jabari Smith Jr.
