EntryId,Username,EntryNumber,EntryTotal,Points,CPT,UTIL,UTIL,UTIL,UTIL,UTIL
3680568842,swift280,1,1,236.38,Kyle Anderson,Domantas Sabonis,De'Aaron Fox,Harrison Barnes,Jaden McDaniels,Naz Reid
3679344924,ACSlater29,1,1,236.25,Harrison Barnes,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Trey Lyles,Nickeil Alexander-Walker
3680556483,The_Spungos,1,1,235.0,Domantas Sabonis,Rudy Gobert,Mike Conley,Kyle Anderson,Jaden McDaniels,Taurean Prince
3680555087,zongo,1,1,231.25,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Trey Lyles,Nickeil Alexander-Walker,Taurean Prince
3679768404,ShaidyAdvice,1,1,225.25,Domantas Sabonis,Anthony Edwards,Rudy Gobert,Harrison Barnes,Nickeil Alexander-Walker,Taurean Prince
3680558687,tommyboy42609,1,1,218.0,Domantas Sabonis,De'Aaron Fox,Rudy Gobert,Mike Conley,Nickeil Alexander-Walker,Austin Rivers
3680537766,NYMicky,1,1,215.63,Kyle Anderson,Domantas Sabonis,Anthony Edwards,Harrison Barnes,Keegan Murray,Naz Reid
3680545686,bipper2727,1,1,214.0,De'Aaron Fox,Domantas Sabonis,Mike Conley,Jaden McDaniels,Keegan Murray,Nickeil Alexander-Walker
3680576216,adam305,1,1,211.25,De'Aaron Fox,Domantas Sabonis,Rudy Gobert,Harrison Barnes,Trey Lyles,Taurean Prince
3679420899,chrissair,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680547249,colinbennett20,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680554233,superm123,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3680599587,ballsdeep41,1,1,210.0,Domantas Sabonis,Anthony Edwards,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679758514,theWhistlesGoWooo,1,1,206.0,Anthony Edwards,Domantas Sabonis,Kyle Anderson,Harrison Barnes,Keegan Murray,Taurean Prince
3679634795,jlgjim,1,1,205.63,Malik Monk,Domantas Sabonis,Anthony Edwards,Kevin Huerter,Naz Reid,Trey Lyles
3680580614,PrimeTimeDD13,1,1,203.25,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Jaden McDaniels,Taurean Prince
3679807159,needlunchmoney,1,1,201.5,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Jaden McDaniels,Taurean Prince,Jordan McLaughlin
3680372455,nickmc83,1,1,201.5,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Jaden McDaniels,Taurean Prince,Jordan McLaughlin
3680568440,dj_kix,1,1,201.5,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Jaden McDaniels,Taurean Prince,Jordan McLaughlin
3680248850,KingHadoo,1,1,198.25,Kevin Huerter,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Naz Reid,Terence Davis
3680001586,DangHH,1,1,197.25,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Harrison Barnes,Naz Reid,Taurean Prince
3680581694,lilMike1030,1,1,197.25,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Harrison Barnes,Naz Reid,Taurean Prince
3680556584,Paulie41,1,1,196.13,Mike Conley,Domantas Sabonis,De'Aaron Fox,Jaden McDaniels,Keegan Murray,Naz Reid
3680373074,tamsuKi,1,1,193.5,Domantas Sabonis,Rudy Gobert,Malik Monk,Harrison Barnes,Jaden McDaniels,Keegan Murray
3680412376,LTDOG24,1,1,191.25,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Harrison Barnes,Naz Reid,Jordan McLaughlin
3680427614,dakota10,1,1,190.5,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Jaden McDaniels,Keegan Murray,Taurean Prince
3680548543,jjperry2408,1,1,190.5,Rudy Gobert,Domantas Sabonis,De'Aaron Fox,Jaden McDaniels,Keegan Murray,Taurean Prince
3680581433,KKlingel,1,1,189.75,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Naz Reid,Taurean Prince,Jordan McLaughlin
3680574229,spiik11513,1,1,188.0,Jaden McDaniels,Anthony Edwards,De'Aaron Fox,Rudy Gobert,Keegan Murray,Naz Reid
3680558748,mrnutz1,1,1,187.75,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Naz Reid,Taurean Prince,Chimezie Metu
3680546134,Sharpies,1,1,187.5,De'Aaron Fox,Domantas Sabonis,Anthony Edwards,Naz Reid,Taurean Prince,Jordan McLaughlin
3680575192,MCEscher,1,1,182.5,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Jaden McDaniels,Keegan Murray,Taurean Prince
3680536214,hassan1087,1,1,182.25,De'Aaron Fox,Anthony Edwards,Rudy Gobert,Jaden McDaniels,Keegan Murray,Jordan McLaughlin
3679529921,buisnick,1,1,180.75,Taurean Prince,Domantas Sabonis,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Keegan Murray
3680579553,Auburn32,1,1,178.5,Anthony Edwards,Domantas Sabonis,De'Aaron Fox,Keegan Murray,Taurean Prince,Jordan McLaughlin
3680581726,thomaslayne0128,1,1,178.0,Rudy Gobert,Anthony Edwards,De'Aaron Fox,Harrison Barnes,Keegan Murray,Taurean Prince
