EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679935738,riiiiiiiicky,1,1,121.25,Kristaps Porzingis,Delon Wright,Corey Kispert,OG Anunoby
3680017625,txshaka,1,1,112.75,Bradley Beal,Gary Trent Jr.,Kyle Kuzma,Precious Achiuwa
3679980688,edrew555,1,1,97.25,Fred VanVleet,Jakob Poeltl,Chris Boucher,Deni Avdija
3679968622,redhawk72,1,1,77.75,Pascal Siakam,Scottie Barnes,Daniel Gafford,Jay Huff
