EntryId,Username,EntryNumber,EntryTotal,Points,T1,T2,T3,T4,T5,T6
3679489875,mflynnnj1,1,1,263.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Zach Collins,Jeremy Sochan
3679851146,beardeddestroyer,1,1,262.0,Giannis Antetokounmpo,Donovan Mitchell,Bam Adebayo,Evan Mobley,Bobby Portis,Kyle Anderson
3680064326,kochy11,1,1,255.0,Giannis Antetokounmpo,Domantas Sabonis,Jimmy Butler,Evan Mobley,Jarrett Allen,Jeremy Sochan
3679129387,tomtom8272,1,1,253.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jalen Green,Clint Capela
3679615582,Cartermesq,1,1,253.25,Giannis Antetokounmpo,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Clint Capela
3679519099,rbarrett1989,1,1,252.25,James Harden,Anthony Edwards,De'Aaron Fox,Tyler Herro,Zach Collins,Jeremy Sochan
3679284573,nickenyon6,1,1,251.25,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Zach Collins,Jeremy Sochan
3679591911,belluch10,1,1,249.75,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Evan Mobley,Jalen Green,Mike Conley
3679735237,IRONMEN2125,1,1,247.5,Joel Embiid,Domantas Sabonis,Bam Adebayo,Dejounte Murray,Jarrett Allen,Mike Conley
3679302529,glavilla,1,1,238.5,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Dejounte Murray,Zach Collins,Jeremy Sochan
3679518368,BlessedForever77,1,1,237.75,Joel Embiid,Trae Young,Darius Garland,Evan Mobley,Jalen Green,Clint Capela
3679563910,griffalicious24,1,1,237.0,Giannis Antetokounmpo,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3679731459,william0433,1,1,237.0,James Harden,Donovan Mitchell,Jimmy Butler,Tyler Herro,Jarrett Allen,Jeremy Sochan
3679660549,Danno2477,1,1,236.0,Giannis Antetokounmpo,Anthony Edwards,Jimmy Butler,Kevin Porter Jr.,Jarrett Allen,Clint Capela
3679473562,MaddenChamp1,1,1,234.75,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Alperen Sengun,Jarrett Allen,Jeremy Sochan
3680159570,nicpapageorgio,1,1,227.25,Joel Embiid,Domantas Sabonis,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,KJ Martin
3679596817,kurosner,1,1,222.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Kevin Porter Jr.,Jarrett Allen,Clint Capela
3680277686,socal424,1,1,219.0,Joel Embiid,Anthony Edwards,De'Aaron Fox,Tyler Herro,Jalen Green,Jeremy Sochan
3679297668,Hulk-1977,1,1,212.75,Giannis Antetokounmpo,Trae Young,De'Aaron Fox,Dejounte Murray,Jalen Green,Clint Capela
3680247331,LRBrockman,1,1,211.5,Giannis Antetokounmpo,Trae Young,Darius Garland,Dejounte Murray,Jalen Green,Mike Conley
3680232608,mal2122,1,1,209.5,Joel Embiid,Trae Young,De'Aaron Fox,Kevin Porter Jr.,Bobby Portis,Clint Capela
3680050089,JoeNPops,1,1,203.75,Giannis Antetokounmpo,Anthony Edwards,De'Aaron Fox,Kevin Porter Jr.,Jalen Green,Jabari Smith Jr.
3679380064,Dock1234,1,1,197.5,Giannis Antetokounmpo,Donovan Mitchell,De'Aaron Fox,Dejounte Murray,Jarrett Allen,Jaden Ivey
