EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679884021,bkreider,1,1,282.5,Alperen Sengun,Jimmy Butler,Jalen Green,Jeremy Sochan,Tre Jones,Tari Eason,Devonte' Graham,Bam Adebayo
3679805734,theWhistlesGoWooo,1,1,273.5,Bam Adebayo,Jabari Smith Jr.,Devonte' Graham,Jeremy Sochan,Trae Young,Tari Eason,Jalen Green,Zach Collins
3680349563,tamsuKi,1,1,273.5,Bam Adebayo,Jabari Smith Jr.,Jalen Green,Jeremy Sochan,Trae Young,Tari Eason,Devonte' Graham,Zach Collins
3680064641,ShipMyMoney,1,1,271.5,Alperen Sengun,Jimmy Butler,Jalen Green,Jabari Smith Jr.,Tre Jones,Tari Eason,Devonte' Graham,Bam Adebayo
3679485239,Chonburi,1,1,267.0,Charles Bassey,Jimmy Butler,Tyler Herro,Jeremy Sochan,Devonte' Graham,Tari Eason,Jalen Green,Trae Young
3679854103,webthekid,1,1,266.5,Alperen Sengun,Jeremy Sochan,Tyler Herro,Jabari Smith Jr.,Trae Young,Tari Eason,Devonte' Graham,Clint Capela
3680443964,malmal77,1,1,264.5,Bam Adebayo,Tari Eason,Bogdan Bogdanovic,Jabari Smith Jr.,Trae Young,De'Andre Hunter,Tyler Herro,Clint Capela
3680253096,qdindo21,1,1,255.5,Zach Collins,Jeremy Sochan,Tyler Herro,Jabari Smith Jr.,Jalen Green,KJ Martin,Devonte' Graham,Jimmy Butler
3680398865,TucoSalamanca,1,1,255.0,Zach Collins,Tari Eason,Romeo Langford,Jeremy Sochan,Devonte' Graham,Jimmy Butler,Dejounte Murray,Trae Young
3680178448,SuperGoges,1,1,242.25,Zach Collins,Jabari Smith Jr.,Jalen Green,Jeremy Sochan,Tyler Herro,Keita Bates-Diop,Devonte' Graham,Trae Young
3680350576,BigMacAttack6,1,1,239.75,Charles Bassey,Jimmy Butler,Tyler Herro,Jeremy Sochan,Trae Young,Caleb Martin,Jalen Green,De'Andre Hunter
