EntryId,Username,EntryNumber,EntryTotal,Points,C,F,G,PF,PG,SF,SG,UTIL
3679377388,jtschaffner,1,1,319.0,James Wiseman,Kyle Anderson,De'Aaron Fox,Jeremy Sochan,James Harden,Tari Eason,Devonte' Graham,Zach Collins
3679604974,santh08,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3679751679,papagates,1,1,306.0,Bam Adebayo,Jeremy Sochan,Tre Jones,Marvin Bagley III,Devonte' Graham,Tari Eason,Jalen Green,Joel Embiid
3679870684,bkreider,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680008688,ImnotNavT,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680221910,blakebell,1,1,306.0,Bam Adebayo,Jeremy Sochan,Jalen Green,Marvin Bagley III,Tre Jones,Tari Eason,Devonte' Graham,Joel Embiid
3680238698,stewdaddy69,1,1,299.25,Jarrett Allen,Jeremy Sochan,Jalen Green,Evan Mobley,Devonte' Graham,Tari Eason,Tyrese Maxey,James Harden
3679620392,art35,1,1,298.0,James Wiseman,Jeremy Sochan,Anthony Edwards,Kyle Anderson,Devonte' Graham,Tari Eason,Hamidou Diallo,Joel Embiid
3680019969,raiders85,1,1,291.75,Joel Embiid,De'Andre Hunter,Devonte' Graham,Tari Eason,De'Aaron Fox,KJ Martin,Caris LeVert,Zach Collins
3679544924,AllUCanEat,1,1,290.75,Joel Embiid,Jeremy Sochan,Anthony Edwards,Marvin Bagley III,Tyrese Maxey,Hamidou Diallo,Devonte' Graham,Naz Reid
3680226836,elijah5595,1,1,289.75,Zach Collins,Tari Eason,Tyrese Maxey,Jeremy Sochan,Trae Young,Hamidou Diallo,Devonte' Graham,Domantas Sabonis
3679467888,Greg0213,1,1,287.25,Evan Mobley,Jeremy Sochan,Tyrese Maxey,Giannis Antetokounmpo,Devonte' Graham,Tari Eason,Hamidou Diallo,Jaden Ivey
3680214578,Veo30,1,1,287.25,Joel Embiid,Jeremy Sochan,Tyrese Maxey,Cedi Osman,Devonte' Graham,Tari Eason,Caris LeVert,Giannis Antetokounmpo
3679834955,laffterone,1,1,285.0,Clint Capela,Marvin Bagley III,Jalen Green,Jeremy Sochan,Devonte' Graham,Tari Eason,Dejounte Murray,Domantas Sabonis
3680126610,csk2022,1,1,284.0,Joel Embiid,Tari Eason,Hamidou Diallo,Evan Mobley,Jalen Green,Jaden McDaniels,Devonte' Graham,Jarrett Allen
3679317508,mikebass77,1,1,280.75,Domantas Sabonis,Tari Eason,Darius Garland,Jeremy Sochan,Tyrese Maxey,Hamidou Diallo,Devonte' Graham,Jarrett Allen
3679711073,coachmimz20,1,1,280.75,Domantas Sabonis,Jeremy Sochan,Darius Garland,Tari Eason,Tyrese Maxey,Hamidou Diallo,Devonte' Graham,Jarrett Allen
3679699782,Trugamer23h,1,1,276.5,Alperen Sengun,Keita Bates-Diop,Tyrese Maxey,Jeremy Sochan,Tre Jones,KJ Martin,Devonte' Graham,Joel Embiid
3679270583,Romnick15,1,1,276.0,James Wiseman,Jeremy Sochan,Tyrese Maxey,Marvin Bagley III,Dejounte Murray,Hamidou Diallo,Devonte' Graham,Giannis Antetokounmpo
3679880538,hackartist,1,1,273.25,Jarrett Allen,Kyle Anderson,Tyrese Maxey,Jeremy Sochan,Devonte' Graham,Harrison Barnes,Jalen Green,Joel Embiid
3679524841,jamtati,1,1,270.25,Domantas Sabonis,Anthony Edwards,Caris LeVert,Tari Eason,Dejounte Murray,Hamidou Diallo,Devonte' Graham,Jeremy Sochan
3679839948,Secaohuynh,1,1,268.25,Marvin Bagley III,Evan Mobley,Gabe Vincent,Jeremy Sochan,Devonte' Graham,Keegan Murray,Anthony Edwards,De'Aaron Fox
3679526616,ShaidyAdvice,1,1,267.25,Jarrett Allen,Keita Bates-Diop,Devonte' Graham,Jeremy Sochan,Killian Hayes,Tari Eason,Tyler Herro,Joel Embiid
3680259633,ahwainscott,1,1,263.5,James Wiseman,Tari Eason,Tyrese Maxey,Jeremy Sochan,Tre Jones,Anthony Edwards,Josh Christopher,Giannis Antetokounmpo
3679840785,youdacao,1,1,262.0,Joel Embiid,Jeremy Sochan,Tre Jones,De'Andre Hunter,Jaden Ivey,Hamidou Diallo,Caris LeVert,James Harden
3679773982,Blow-by-u,1,1,252.25,Zach Collins,Keegan Murray,De'Aaron Fox,Taurean Prince,Devonte' Graham,Anthony Edwards,Romeo Langford,James Harden
3679882637,Will1893,1,1,251.25,Joel Embiid,Khris Middleton,Devonte' Graham,Tari Eason,Tyrese Maxey,Keegan Murray,Hamidou Diallo,De'Aaron Fox
3679870326,saintsfan207,1,1,247.5,Marvin Bagley III,Jeremy Sochan,Anthony Edwards,Keegan Murray,Tre Jones,Jimmy Butler,Jalen Green,Kevin Huerter
3679607560,sk4rr,1,1,247.25,Jarrett Allen,Anthony Edwards,Jalen Green,Jeremy Sochan,Devonte' Graham,Hamidou Diallo,Tyler Herro,Tyrese Maxey
3680250564,MephDot,1,1,246.5,Jarrett Allen,Kevin Love,Darius Garland,Harrison Barnes,Tre Jones,KJ Martin,Devonte' Graham,Jimmy Butler
3679503559,dogpound383,1,1,245.25,Domantas Sabonis,Jeremy Sochan,Rodney McGruder,Giannis Antetokounmpo,Killian Hayes,Hamidou Diallo,Devonte' Graham,James Wiseman
3680236535,jagger32,1,1,244.0,James Wiseman,Anthony Edwards,Caris LeVert,Giannis Antetokounmpo,Devonte' Graham,Tari Eason,Jalen Green,Keegan Murray
3680071559,InfernoWen804,1,1,241.0,Jarrett Allen,Jeremy Sochan,Tyrese Maxey,Evan Mobley,Devonte' Graham,Keegan Murray,Jalen Green,Anthony Edwards
3680015197,JollyJoker02,1,1,240.75,James Wiseman,Jeremy Sochan,De'Aaron Fox,Marvin Bagley III,Donovan Mitchell,Keegan Murray,Devonte' Graham,Jarrett Allen
3679843665,Jonolo,1,1,206.0,Rudy Gobert,Khris Middleton,Jalen Green,De'Andre Hunter,Tyrese Maxey,Harrison Barnes,Jaden Ivey,Donovan Mitchell
