EntryId,Username,EntryNumber,EntryTotal,Points,UTIL,UTIL,UTIL,BENCH
3679470105,jessekyle23,1,1,146.25,Kristaps Porzingis,Delon Wright,Bradley Beal,OG Anunoby
3679454910,disgusting,1,1,127.25,Fred VanVleet,Gary Trent Jr.,Kyle Kuzma,Deni Avdija
3679454561,N1ckiMinaj,1,1,82.0,Pascal Siakam,Scottie Barnes,Jakob Poeltl,Daniel Gafford
